"location_id","location_type","avg_income","date","daily_footfall","daily_avg_dwell","daily_vehicle_count","temp_c","is_rain","total_revenue","avg_transaction_value","revenue_per_visitor"
99,commercial_area,6100.00,2024-09-21,1297,11.65,600,,,,,
100,transport_hub,5600.00,2024-09-21,1239,11.03,567,,,,,
101,street,4300.00,2024-09-21,1225,10.94,566,,,,,
102,residential_commercial,4500.00,2024-09-21,1293,11.54,602,,,,,
103,market,4200.00,2024-09-21,1251,11.43,575,,,,,
104,industrial_zone,4600.00,2024-09-21,1309,11.86,609,,,,,
105,transport_hub,4400.00,2024-09-21,1254,11.44,579,,,,,
79,street,6300.00,2024-09-21,1245,10.77,577,,,19800.00,43.04,15.90
80,market,5800.00,2024-09-21,1190,10.50,547,,,14600.00,43.58,12.27
81,commercial_area,16500.00,2024-09-21,1226,10.69,560,,,,,
82,street,17200.00,2024-09-21,1204,10.46,554,,,,,
83,street,16800.00,2024-09-21,1250,10.89,582,,,,,
84,mall,18000.00,2024-09-21,1244,10.73,568,,,,,
85,educational_zone,17500.00,2024-09-21,1212,10.55,549,,,,,
86,street,15500.00,2024-09-21,1195,10.48,543,,,,,
87,commercial_area,16000.00,2024-09-21,1275,11.13,577,,,,,
88,street,16200.00,2024-09-21,1219,10.68,553,,,,,
89,residential_commercial,14800.00,2024-09-21,1282,11.26,590,,,,,
90,market,13500.00,2024-09-21,1211,10.60,553,,,,,
91,street,5100.00,2024-09-21,1191,10.56,544,,,,,
92,market,4800.00,2024-09-21,1193,10.68,552,,,,,
93,residential_commercial,5200.00,2024-09-21,1253,11.36,576,,,,,
94,transport_hub,5000.00,2024-09-21,1247,11.08,573,,,,,
95,street,5400.00,2024-09-21,1201,10.81,556,,,,,
96,street,5700.00,2024-09-21,1233,10.77,570,,,,,
97,market,5400.00,2024-09-21,1231,10.84,563,,,,,
98,street,5900.00,2024-09-21,1233,11.06,573,,,,,
99,commercial_area,6100.00,2024-09-21,1297,11.65,600,,,,,
100,transport_hub,5600.00,2024-09-21,1239,11.03,567,,,,,
101,street,4300.00,2024-09-21,1225,10.94,566,,,,,
102,residential_commercial,4500.00,2024-09-21,1293,11.54,602,,,,,
103,market,4200.00,2024-09-21,1251,11.43,575,,,,,
104,industrial_zone,4600.00,2024-09-21,1309,11.86,609,,,,,
105,transport_hub,4400.00,2024-09-21,1254,11.44,579,,,,,
87,commercial_area,16000.00,2024-09-21,1275,11.13,577,,,,,
88,street,16200.00,2024-09-21,1219,10.68,553,,,,,
89,residential_commercial,14800.00,2024-09-21,1282,11.26,590,,,,,
90,market,13500.00,2024-09-21,1211,10.60,553,,,,,
91,street,5100.00,2024-09-21,1191,10.56,544,,,,,
105,transport_hub,4400.00,2024-09-21,1254,11.44,579,,,,,
105,transport_hub,4400.00,2024-09-21,1254,11.44,579,,,,,
105,transport_hub,4400.00,2024-09-21,1254,11.44,579,,,,,
106,street,5600.00,2024-09-21,1290,11.65,592,,,,,
120,educational_zone,17500.00,2024-09-21,1407,12.73,629,,,,,
119,mall,18000.00,2024-09-21,1429,12.95,653,,,,,
137,residential_commercial,4500.00,2024-09-21,1479,13.38,671,,,,,
136,street,4300.00,2024-09-21,1392,12.81,632,,,,,
135,transport_hub,5600.00,2024-09-21,1400,12.88,636,,,,,
131,street,5700.00,2024-09-21,1490,13.45,678,,,,,
109,market,5400.00,2024-09-21,1360,11.88,622,,,,,
139,industrial_zone,4600.00,2024-09-21,1493,13.53,680,,,,,
125,market,13500.00,2024-09-21,1436,13.08,654,,,,,
140,transport_hub,4400.00,2024-09-21,792,12.90,360,,,,,
123,street,16200.00,2024-09-21,1464,13.18,663,,,,,
112,historical_zone,6400.00,2024-09-21,1399,12.44,641,,,,,
107,commercial_area,5900.00,2024-09-21,1268,11.50,586,,,,,
108,street,6100.00,2024-09-21,1314,11.93,604,,,,,
133,street,5900.00,2024-09-21,1537,13.83,694,,,,,
113,residential_commercial,6100.00,2024-09-21,1345,12.08,617,,,,,
128,residential_commercial,5200.00,2024-09-21,1458,13.43,665,,,,,
129,transport_hub,5000.00,2024-09-21,1536,13.66,699,,,,,
110,transport_hub,5200.00,2024-09-21,1336,11.95,613,,,,,
122,commercial_area,16000.00,2024-09-21,1428,12.93,650,,,,,
127,market,4800.00,2024-09-21,1513,13.54,689,,,,,
117,street,17200.00,2024-09-21,1397,12.62,632,,,,,
114,street,6300.00,2024-09-21,1419,12.53,644,,,,,
126,street,5100.00,2024-09-21,1445,13.09,652,,,,,
132,market,5400.00,2024-09-21,1483,13.36,673,,,,,
134,commercial_area,6100.00,2024-09-21,1444,13.28,658,,,,,
116,commercial_area,16500.00,2024-09-21,1375,12.43,624,,,,,
138,market,4200.00,2024-09-21,1420,13.00,643,,,,,
115,market,5800.00,2024-09-21,1365,12.25,624,,,,,
111,religious_zone,6700.00,2024-09-21,1325,11.90,607,,,,,
124,residential_commercial,14800.00,2024-09-21,1528,13.65,690,,,,,
121,street,15500.00,2024-09-21,1417,12.73,640,,,,,
118,street,16800.00,2024-09-21,1464,13.17,656,,,,,
130,street,5400.00,2024-09-21,1474,13.30,666,,,,,
50,street,9600.00,2024-09-20,1045,8.73,470,,,,,
68,street,6300.00,2024-09-20,1173,9.95,544,,,,,
67,religious_zone,5900.00,2024-09-20,1113,9.44,520,,,,,
66,street,6100.00,2024-09-20,1111,9.48,512,,,,,
65,market,4700.00,2024-09-20,1113,9.50,512,,,,,
64,residential_commercial,5400.00,2024-09-20,1155,9.72,532,,,,,
63,street,5200.00,2024-09-20,1091,9.32,505,,,,,
62,street,5000.00,2024-09-20,1147,9.76,529,,,,,
61,transport_hub,4800.00,2024-09-20,1067,9.16,495,,,,,
60,street,11200.00,2024-09-20,1084,9.32,501,,,,,
59,commercial_area,8800.00,2024-09-20,1146,9.78,530,,,,,
58,street,10500.00,2024-09-20,1106,9.23,500,,,,,
57,market,8400.00,2024-09-20,1146,9.62,525,,,,,
56,street,9800.00,2024-09-20,1127,9.51,519,,,,,
55,market,5000.00,2024-09-20,1089,9.21,493,,,,,
54,residential_commercial,5600.00,2024-09-20,1127,8.95,508,,,,,
53,street,5100.00,2024-09-20,1063,8.84,470,,,,,
52,educational_zone,5400.00,2024-09-20,1095,9.04,487,,,,,
51,street,5200.00,2024-09-20,1121,9.27,506,,,,,
75,transport_hub,5200.00,2024-09-20,1143,9.89,519,,,12100.00,41.02,10.59
74,market,5400.00,2024-09-20,1201,10.36,562,,,9800.00,40.83,8.16
73,street,6100.00,2024-09-20,1137,9.89,525,,,26500.00,43.44,23.31
72,commercial_area,5900.00,2024-09-20,1135,9.74,515,,,14200.00,40.00,12.51
71,street,5600.00,2024-09-20,1160,9.65,532,,,18500.00,44.05,15.95
77,historical_zone,6400.00,2024-09-20,1197,10.27,554,,,16800.00,40.98,14.04
78,residential_commercial,6100.00,2024-09-20,80,10.70,37,,,8900.00,41.40,111.25
57,market,8400.00,2024-09-20,1146,9.62,525,,,,,
58,street,10500.00,2024-09-20,1106,9.23,500,,,,,
59,commercial_area,8800.00,2024-09-20,1146,9.78,530,,,,,
60,street,11200.00,2024-09-20,1084,9.32,501,,,,,
61,transport_hub,4800.00,2024-09-20,1067,9.16,495,,,,,
62,street,5000.00,2024-09-20,1147,9.76,529,,,,,
63,street,5200.00,2024-09-20,1091,9.32,505,,,,,
64,residential_commercial,5400.00,2024-09-20,1155,9.72,532,,,,,
65,market,4700.00,2024-09-20,1113,9.50,512,,,,,
66,street,6100.00,2024-09-20,1111,9.48,512,,,,,
72,commercial_area,5900.00,2024-09-20,1135,9.74,515,,,,,
73,street,6100.00,2024-09-20,1137,9.89,525,,,,,
74,market,5400.00,2024-09-20,1201,10.36,562,,,,,
75,transport_hub,5200.00,2024-09-20,1143,9.89,519,,,,,
76,religious_zone,6700.00,2024-09-20,1129,9.75,518,,,,,
52,educational_zone,5400.00,2024-09-20,1095,9.04,487,,,,,
53,street,5100.00,2024-09-20,1063,8.84,470,,,,,
54,residential_commercial,5600.00,2024-09-20,1127,8.95,508,,,,,
55,market,5000.00,2024-09-20,1089,9.21,493,,,,,
56,street,9800.00,2024-09-20,1127,9.51,519,,,,,
77,historical_zone,6400.00,2024-09-20,1197,10.27,554,,,7600.00,40.00,6.35
48,street,9400.00,2024-09-20,310,8.40,140,,,,,
49,commercial_area,9700.00,2024-09-20,1051,8.77,477,,,,,
50,street,9600.00,2024-09-20,1045,8.73,470,,,,,
76,religious_zone,6700.00,2024-09-20,1129,9.75,518,,,,,
78,residential_commercial,6100.00,2024-09-20,80,10.70,37,,,,,
77,historical_zone,6400.00,2024-09-20,1197,10.27,554,,,,,
75,transport_hub,5200.00,2024-09-20,1143,9.89,519,,,,,
74,market,5400.00,2024-09-20,1201,10.36,562,,,,,
73,street,6100.00,2024-09-20,1137,9.89,525,,,,,
72,commercial_area,5900.00,2024-09-20,1135,9.74,515,,,,,
71,street,5600.00,2024-09-20,1160,9.65,532,,,,,
70,street,6500.00,2024-09-20,1121,9.55,517,,,,,
69,market,5800.00,2024-09-20,1167,9.79,541,,,,,
68,street,6300.00,2024-09-20,1173,9.95,544,,,,,
67,religious_zone,5900.00,2024-09-20,1113,9.44,520,,,,,
66,street,6100.00,2024-09-20,1111,9.48,512,,,,,
65,market,4700.00,2024-09-20,1113,9.50,512,,,,,
64,residential_commercial,5400.00,2024-09-20,1155,9.72,532,,,,,
63,street,5200.00,2024-09-20,1091,9.32,505,,,,,
62,street,5000.00,2024-09-20,1147,9.76,529,,,,,
61,transport_hub,4800.00,2024-09-20,1067,9.16,495,,,,,
60,street,11200.00,2024-09-20,1084,9.32,501,,,,,
59,commercial_area,8800.00,2024-09-20,1146,9.78,530,,,,,
58,street,10500.00,2024-09-20,1106,9.23,500,,,,,
57,market,8400.00,2024-09-20,1146,9.62,525,,,,,
56,street,9800.00,2024-09-20,1127,9.51,519,,,,,
55,market,5000.00,2024-09-20,1089,9.21,493,,,,,
54,residential_commercial,5600.00,2024-09-20,1127,8.95,508,,,,,
53,street,5100.00,2024-09-20,1063,8.84,470,,,,,
52,educational_zone,5400.00,2024-09-20,1095,9.04,487,,,,,
51,street,5200.00,2024-09-20,1121,9.27,506,,,,,
49,commercial_area,9700.00,2024-09-20,1051,8.77,477,,,,,
48,street,9400.00,2024-09-20,310,8.40,140,,,,,
76,religious_zone,6700.00,2024-09-20,1129,9.75,518,,,,,
78,residential_commercial,6100.00,2024-09-20,80,10.70,37,,,,,
77,historical_zone,6400.00,2024-09-20,1197,10.27,554,,,,,
75,transport_hub,5200.00,2024-09-20,1143,9.89,519,,,,,
74,market,5400.00,2024-09-20,1201,10.36,562,,,,,
73,street,6100.00,2024-09-20,1137,9.89,525,,,,,
72,commercial_area,5900.00,2024-09-20,1135,9.74,515,,,,,
71,street,5600.00,2024-09-20,1160,9.65,532,,,,,
70,street,6500.00,2024-09-20,1121,9.55,517,,,,,
69,market,5800.00,2024-09-20,1167,9.79,541,,,,,
47,residential_commercial,8900.00,2024-09-19,971,8.43,457,,,,,
48,street,9400.00,2024-09-19,662,8.33,309,,,,,
47,residential_commercial,8900.00,2024-09-19,971,8.43,457,,,,,
46,street,9100.00,2024-09-19,962,8.38,447,,,,,
45,commercial_area,18000.00,2024-09-19,970,8.48,452,,,,,
44,governmental_zone,19500.00,2024-09-19,935,8.19,445,,,,,
43,street,18800.00,2024-09-19,886,7.87,416,,,,,
42,residential_commercial,18200.00,2024-09-19,504,7.90,234,,,,,
48,street,9400.00,2024-09-19,662,8.33,309,,,,,
46,street,9100.00,2024-09-19,962,8.38,447,,,,,
36,street,18500.00,2024-09-18,880,8.79,393,,,,,
39,commercial_area,20500.00,2024-09-18,1182,9.39,525,,,,,
38,residential_commercial,19800.00,2024-09-18,1087,8.86,482,,,,,
37,street,19200.00,2024-09-18,1138,9.16,505,,,,,
42,residential_commercial,18200.00,2024-09-18,525,9.50,231,,,,,
41,street,17500.00,2024-09-18,1121,9.01,500,,,,,
40,street,19000.00,2024-09-18,1107,8.98,494,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
35,street,4900.00,2024-09-17,1072,9.60,520,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
36,street,18500.00,2024-09-17,258,11.20,126,,,,,
35,street,4900.00,2024-09-17,1072,9.60,520,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
34,transport_hub,5000.00,2024-09-17,1235,10.23,594,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
33,educational_zone,5200.00,2024-09-17,1263,10.39,602,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
32,market,4400.00,2024-09-17,612,9.30,288,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
30,residential_commercial,15500.00,2024-09-16,1057,8.96,497,,,,,
29,commercial_area,15000.00,2024-09-16,1335,9.17,661,,,,,
28,street,14200.00,2024-09-16,509,7.62,238,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
28,street,14200.00,2024-09-16,509,7.62,238,,,,,
29,commercial_area,15000.00,2024-09-16,1335,9.17,661,,,,,
30,residential_commercial,15500.00,2024-09-16,1057,8.96,497,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
31,street,4600.00,2024-09-16,1286,11.46,561,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
32,market,4400.00,2024-09-16,602,13.40,266,,,,,
28,street,14200.00,2024-09-16,509,7.62,238,,,,,
29,commercial_area,15000.00,2024-09-16,1335,9.17,661,,,,,
30,residential_commercial,15500.00,2024-09-16,1057,8.96,497,,,,,
27,street,13800.00,2024-09-15,1175,10.46,517,,,,,
26,commercial_area,14500.00,2024-09-15,1005,9.30,475,,,,,
26,commercial_area,14500.00,2024-09-15,1005,9.30,475,,,,,
28,street,14200.00,2024-09-15,470,12.45,188,,,,,
27,street,13800.00,2024-09-15,1175,10.46,517,,,,,
25,mall,11500.00,2024-09-15,280,11.90,143,,,,,
25,mall,11500.00,2024-09-15,280,11.90,143,,,,,
26,commercial_area,14500.00,2024-09-15,1005,9.30,475,,,,,
27,street,13800.00,2024-09-15,1175,10.46,517,,,,,
28,street,14200.00,2024-09-15,470,12.45,188,,,,,
23,street,9500.00,2024-09-15,143,16.10,69,,,,,
23,street,9500.00,2024-09-15,143,16.10,69,,,,,
28,street,14200.00,2024-09-15,470,12.45,188,,,,,
21,street,9800.00,2024-09-14,239,12.45,121,,,,,
21,street,9800.00,2024-09-14,239,12.45,121,,,,,
21,street,9800.00,2024-09-14,239,12.45,121,,,,,
19,street,13500.00,2024-09-14,137,15.50,65,,,,,
23,street,9500.00,2024-09-14,168,10.40,83,,,,,
16,street,12500.00,2024-09-14,135,15.30,64,,,,,
16,street,12500.00,2024-09-14,135,15.30,64,,,,,
21,street,9800.00,2024-09-14,239,12.45,121,,,,,
21,street,9800.00,2024-09-14,239,12.45,121,,,,,
25,mall,11500.00,2024-09-14,282,10.93,135,,,,,
21,street,9800.00,2024-09-14,239,12.45,121,,,,,
21,street,9800.00,2024-09-14,239,12.45,121,,,,,
23,street,9500.00,2024-09-14,168,10.40,83,,,,,
25,mall,11500.00,2024-09-14,282,10.93,135,,,,,
21,street,9800.00,2024-09-13,68,11.30,27,,,,,
21,street,9800.00,2024-09-13,68,11.30,27,,,,,
23,street,9500.00,2024-09-13,110,11.40,49,,,,,
25,mall,11500.00,2024-09-13,17,4.90,8,,,,,
21,street,9800.00,2024-09-13,68,11.30,27,,,,,
21,street,9800.00,2024-09-13,68,11.30,27,,,,,
23,street,9500.00,2024-09-13,110,11.40,49,,,,,
21,street,9800.00,2024-09-13,68,11.30,27,,,,,
18,street,12800.00,2024-09-13,94,8.90,52,,,,,
16,street,12500.00,2024-09-13,92,8.60,50,,,,,
16,street,12500.00,2024-09-13,92,8.60,50,,,,,
21,street,9800.00,2024-09-13,68,11.30,27,,,,,
25,mall,11500.00,2024-09-13,17,4.90,8,,,,,
21,street,9800.00,2024-09-13,68,11.30,27,,,,,
24,commercial_area,10800.00,2024-09-12,1598,9.83,863,,,,,
18,street,12800.00,2024-09-12,65,11.00,26,,,,,
21,street,9800.00,2024-09-12,109,11.20,48,,,,,
21,street,9800.00,2024-09-12,109,11.20,48,,,,,
23,street,9500.00,2024-09-12,453,6.99,213,,,,,
24,commercial_area,10800.00,2024-09-12,1598,9.83,863,,,,,
25,mall,11500.00,2024-09-12,795,10.18,419,,,,,
21,street,9800.00,2024-09-12,109,11.20,48,,,,,
23,street,9500.00,2024-09-12,453,6.99,213,,,,,
21,street,9800.00,2024-09-12,109,11.20,48,,,,,
21,street,9800.00,2024-09-12,109,11.20,48,,,,,
25,mall,11500.00,2024-09-12,795,10.18,419,,,,,
21,street,9800.00,2024-09-12,109,11.20,48,,,,,
21,street,9800.00,2024-09-12,109,11.20,48,,,,,
23,street,9500.00,2024-09-11,367,10.35,272,,,,,
21,street,9800.00,2024-09-11,710,7.73,354,,,,,
21,street,9800.00,2024-09-11,710,7.73,354,,,,,
16,street,12500.00,2024-09-11,63,10.70,25,,,,,
22,street,10200.00,2024-09-11,1531,8.28,855,,,,,
22,street,10200.00,2024-09-11,1531,8.28,855,,,,,
21,street,9800.00,2024-09-11,710,7.73,354,,,,,
22,street,10200.00,2024-09-11,1531,8.28,855,,,,,
22,street,10200.00,2024-09-11,1531,8.28,855,,,,,
18,street,12800.00,2024-09-11,102,10.40,45,,,,,
22,street,10200.00,2024-09-11,1531,8.28,855,,,,,
22,street,10200.00,2024-09-11,1531,8.28,855,,,,,
16,street,12500.00,2024-09-11,63,10.70,25,,,,,
23,street,9500.00,2024-09-11,367,10.35,272,,,,,
22,street,10200.00,2024-09-11,1531,8.28,855,,,,,
21,street,9800.00,2024-09-11,710,7.73,354,,,,,
21,street,9800.00,2024-09-11,710,7.73,354,,,,,
21,street,9800.00,2024-09-11,710,7.73,354,,,,,
21,street,9800.00,2024-09-11,710,7.73,354,,,,,
16,street,12500.00,2024-09-10,99,10.00,42,,,,,
16,street,12500.00,2024-09-10,99,10.00,42,,,,,
18,street,12800.00,2024-09-10,38,5.00,19,,,,,
20,street,14000.00,2024-09-10,1716,9.89,827,,,,,
19,street,13500.00,2024-09-10,1131,8.61,620,,,,,
17,commercial_area,13200.00,2024-09-09,1299,9.03,698,,,,,
16,street,12500.00,2024-09-09,235,7.05,110,,,,,
18,street,12800.00,2024-09-09,1046,9.58,577,,,,,
16,street,12500.00,2024-09-09,235,7.05,110,,,,,
15,residential_commercial,12200.00,2024-09-08,1307,8.66,695,,,,,
16,street,12500.00,2024-09-08,507,9.46,364,,,,,
15,residential_commercial,12200.00,2024-09-08,1307,8.66,695,,,,,
14,street,11800.00,2024-09-08,793,8.49,358,,,,,
14,street,11800.00,2024-09-08,793,8.49,358,,,,,
16,street,12500.00,2024-09-08,507,9.46,364,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
9,street,5900.00,2024-09-07,149,9.35,70,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
9,street,5900.00,2024-09-07,149,9.35,70,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
11,street,11000.00,2024-09-07,154,9.65,73,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
14,street,11800.00,2024-09-07,400,11.55,188,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
14,street,11800.00,2024-09-07,400,11.55,188,,,,,
9,street,5900.00,2024-09-07,149,9.35,70,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
4,transport_hub,6900.00,2024-09-07,33,3.80,48,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
9,street,5900.00,2024-09-07,149,9.35,70,,,,,
7,market,5200.00,2024-09-07,248,8.37,147,,,,,
9,street,5900.00,2024-09-06,228,12.45,103,,,,,
6,street,5400.00,2024-09-06,57,10.10,23,,,,,
9,street,5900.00,2024-09-06,228,12.45,103,,,,,
6,street,5400.00,2024-09-06,57,10.10,23,,,,,
13,street,10400.00,2024-09-06,15,4.70,7,,,,,
9,street,5900.00,2024-09-06,228,12.45,103,,,,,
9,street,5900.00,2024-09-06,228,12.45,103,,,,,
4,transport_hub,6900.00,2024-09-06,164,8.35,76,,,,,
6,street,5400.00,2024-09-06,57,10.10,23,,,,,
13,street,10400.00,2024-09-06,15,4.70,7,,,,,
11,street,11000.00,2024-09-06,233,12.70,106,,,,,
6,street,5400.00,2024-09-06,57,10.10,23,,,,,
6,street,5400.00,2024-09-05,93,9.50,40,,,,,
12,commercial_area,11500.00,2024-09-05,1161,8.42,674,,,,,
11,street,11000.00,2024-09-05,34,4.90,17,,,,,
6,street,5400.00,2024-09-05,93,9.50,40,,,,,
6,street,5400.00,2024-09-05,93,9.50,40,,,,,
4,transport_hub,6900.00,2024-09-05,88,7.30,40,,,,,
6,street,5400.00,2024-09-05,93,9.50,40,,,,,
13,street,10400.00,2024-09-05,1626,10.84,854,,,,,
13,street,10400.00,2024-09-05,1626,10.84,854,,,,,
12,commercial_area,11500.00,2024-09-05,1161,8.42,674,,,,,
9,street,5900.00,2024-09-04,496,7.28,228,,,,,
9,street,5900.00,2024-09-04,496,7.28,228,,,,,
4,transport_hub,6900.00,2024-09-04,84,9.00,36,,,,,
9,street,5900.00,2024-09-04,496,7.28,228,,,,,
10,street,5700.00,2024-09-04,1393,9.08,750,,,,,
10,street,5700.00,2024-09-04,1393,9.08,750,,,,,
11,street,11000.00,2024-09-04,941,8.86,466,,,,,
10,street,5700.00,2024-09-04,1393,9.08,750,,,,,
10,street,5700.00,2024-09-04,1393,9.08,750,,,,,
9,street,5900.00,2024-09-04,496,7.28,228,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
8,commercial_area,5600.00,2024-09-03,1477,8.55,820,,,,,
8,commercial_area,5600.00,2024-09-03,1477,8.55,820,,,,,
9,street,5900.00,2024-09-03,276,9.83,191,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
4,transport_hub,6900.00,2024-09-03,79,8.60,32,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
6,street,5400.00,2024-09-03,71,5.47,33,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
6,street,5400.00,2024-09-03,71,5.47,33,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
9,street,5900.00,2024-09-03,276,9.83,191,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
6,street,5400.00,2024-09-03,71,5.47,33,,,,,
8,commercial_area,5600.00,2024-09-03,1477,8.55,820,,,,,
9,street,5900.00,2024-09-03,276,9.83,191,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
9,street,5900.00,2024-09-03,276,9.83,191,,,,,
8,commercial_area,5600.00,2024-09-03,1477,8.55,820,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
6,street,5400.00,2024-09-03,71,5.47,33,,,,,
7,market,5200.00,2024-09-03,927,9.11,430,,,,,
6,street,5400.00,2024-09-02,939,8.91,522,,,,,
4,transport_hub,6900.00,2024-09-02,514,6.06,229,,,,,
6,street,5400.00,2024-09-02,939,8.91,522,,,,,
6,street,5400.00,2024-09-02,939,8.91,522,,,,,
6,street,5400.00,2024-09-02,939,8.91,522,,,,,
3,market,7200.00,2024-09-02,18,5.40,9,,,,,
5,street,7600.00,2024-09-02,1146,7.82,639,,,,,
2,street,8700.00,2024-09-01,1016,8.34,504,,,,,
3,market,7200.00,2024-09-01,1289,8.43,667,,,,,
1,street,8500.00,2024-09-01,840,8.11,350,,,,,
