"location_id","latitude","longitude","location_name","location_type","population","avg_income","competitor_count","competitor_density","catchment_radius_m","created_at"
211,30.1406,31.0532,Oseem - Main Commercial Street,street,185000,4700.00,82,0.0239,780,2026-01-19 16:03:47.235 +0200
212,30.143,31.0559,Oseem Market Center,market,205000,4400.00,97,0.0282,840,2026-01-19 16:03:47.235 +0200
213,30.1454,31.0585,Oseem - Residential Blocks,residential_commercial,178000,4800.00,74,0.0216,760,2026-01-19 16:03:47.235 +0200
214,30.1478,31.0612,Oseem - Agricultural Edge,street,165000,5000.00,66,0.0193,720,2026-01-19 16:03:47.235 +0200
215,30.1502,31.0638,Oseem - Ring Road Axis,transport_hub,190000,4600.00,85,0.0248,800,2026-01-19 16:03:47.235 +0200
216,30.1561,31.0947,Manshiyet El Qanater - Main Street,street,172000,4900.00,71,0.0207,760,2026-01-19 16:03:47.235 +0200
217,30.1585,31.0974,Manshiyet El Qanater Market,market,188000,4600.00,83,0.0242,800,2026-01-19 16:03:47.235 +0200
218,30.1609,31.1,Manshiyet El Qanater - Bridge Axis,transport_hub,180000,4700.00,78,0.0227,780,2026-01-19 16:03:47.235 +0200
219,30.1633,31.1027,Manshiyet El Qanater - Residential Core,residential_commercial,165000,5000.00,65,0.0190,740,2026-01-19 16:03:47.235 +0200
220,30.1657,31.1053,Manshiyet El Qanater - Agricultural Zone,street,150000,5200.00,58,0.0170,700,2026-01-19 16:03:47.235 +0200
221,30.1864,31.2876,Qalyub - Railway Station Area,transport_hub,210000,4300.00,92,0.0267,820,2026-01-19 16:03:47.235 +0200
222,30.1888,31.2902,Qalyub Market Center,market,225000,4000.00,104,0.0301,860,2026-01-19 16:03:47.235 +0200
223,30.1912,31.2929,Qalyub - Industrial Strip,industrial_zone,195000,4500.00,81,0.0235,780,2026-01-19 16:03:47.235 +0200
224,30.1936,31.2955,Qalyub - Residential Blocks,residential_commercial,200000,4400.00,85,0.0246,800,2026-01-19 16:03:47.235 +0200
225,30.196,31.2982,Qalyub - Agricultural Edge,street,185000,4700.00,74,0.0215,760,2026-01-19 16:03:47.235 +0200
226,30.2117,31.2339,Shubra El Kheima - Ezbet El Nakhl,street,245000,3900.00,116,0.0336,940,2026-01-19 16:03:47.235 +0200
227,30.2141,31.2366,Ezbet El Nakhl Market,market,265000,3700.00,131,0.0380,1000,2026-01-19 16:03:47.235 +0200
228,30.2165,31.2392,Ezbet El Nakhl - Industrial Workshops,industrial_zone,230000,4200.00,98,0.0284,860,2026-01-19 16:03:47.235 +0200
229,30.2189,31.2419,Ezbet El Nakhl - Residential Core,residential_commercial,225000,4000.00,92,0.0267,840,2026-01-19 16:03:47.235 +0200
230,30.2213,31.2445,Ezbet El Nakhl - Metro Axis,transport_hub,240000,3800.00,107,0.0310,900,2026-01-19 16:03:47.235 +0200
231,30.1736,31.1684,Banha Road - Kafr Tohormos,street,165000,5100.00,63,0.0184,720,2026-01-19 16:03:47.235 +0200
232,30.176,31.171,Kafr Tohormos Market,market,180000,4800.00,76,0.0222,780,2026-01-19 16:03:47.235 +0200
233,30.1784,31.1737,Kafr Tohormos - Residential Core,residential_commercial,158000,5200.00,59,0.0172,700,2026-01-19 16:03:47.235 +0200
234,30.1808,31.1763,Kafr Tohormos - Bridge Axis,transport_hub,170000,5000.00,68,0.0198,740,2026-01-19 16:03:47.235 +0200
235,30.1832,31.179,Kafr Tohormos - Agricultural Edge,street,145000,5400.00,52,0.0151,680,2026-01-19 16:03:47.235 +0200
236,30.1995,31.1417,Bashtil - Railway Station,transport_hub,185000,4600.00,79,0.0230,780,2026-01-19 16:03:47.235 +0200
237,30.2019,31.1443,Bashtil Market,market,200000,4300.00,93,0.0270,820,2026-01-19 16:03:47.235 +0200
238,30.2043,31.147,Bashtil - Residential Blocks,residential_commercial,175000,4800.00,71,0.0206,760,2026-01-19 16:03:47.235 +0200
239,30.2067,31.1496,Bashtil - Industrial Workshops,industrial_zone,165000,5000.00,64,0.0186,720,2026-01-19 16:03:47.235 +0200
240,30.2091,31.1523,Bashtil - Corniche Axis,street,158000,5200.00,58,0.0168,700,2026-01-19 16:03:47.235 +0200
241,30.2234,31.1809,Meet Halfa - Main Street,street,170000,4900.00,67,0.0195,740,2026-01-19 16:03:47.235 +0200
242,30.2258,31.1836,Meet Halfa Market,market,185000,4600.00,79,0.0230,780,2026-01-19 16:03:47.235 +0200
243,30.2282,31.1862,Meet Halfa - Residential Core,residential_commercial,160000,5000.00,61,0.0178,720,2026-01-19 16:03:47.235 +0200
244,30.2306,31.1889,Meet Halfa - Industrial Edge,industrial_zone,175000,4800.00,69,0.0201,760,2026-01-19 16:03:47.235 +0200
245,30.233,31.1915,Meet Halfa - Bridge Axis,transport_hub,190000,4700.00,75,0.0218,780,2026-01-19 16:03:47.235 +0200
246,30.1869,31.4207,El Khanka - Main Commercial Street,street,155000,4800.00,68,0.0197,740,2026-01-19 16:03:47.235 +0200
247,30.1893,31.4234,El Khanka Market Center,market,170000,4500.00,81,0.0235,800,2026-01-19 16:03:47.235 +0200
248,30.1917,31.426,El Khanka - Residential Blocks,residential_commercial,148000,5000.00,59,0.0171,700,2026-01-19 16:03:47.235 +0200
249,30.1941,31.4287,El Khanka - Industrial Zone,industrial_zone,165000,4700.00,72,0.0209,760,2026-01-19 16:03:47.235 +0200
250,30.1965,31.4313,El Khanka - Ring Road Axis,transport_hub,180000,4600.00,79,0.0230,780,2026-01-19 16:03:47.235 +0200
251,30.1718,31.5112,"10th of Ramadan - Central Spine",street,92000,8300.00,41,0.0124,650,2026-01-19 16:03:47.235 +0200
252,30.1742,31.5139,"10th of Ramadan - Industrial Area A",industrial_zone,110000,7800.00,53,0.0160,720,2026-01-19 16:03:47.235 +0200
253,30.1766,31.5165,"10th of Ramadan - Industrial Area B",industrial_zone,115000,7600.00,56,0.0169,720,2026-01-19 16:03:47.235 +0200
254,30.179,31.5192,"10th of Ramadan - Commercial Center",commercial_area,98000,8500.00,44,0.0133,650,2026-01-19 16:03:47.235 +0200
255,30.1814,31.5218,"10th of Ramadan - University Zone",educational_zone,90000,8200.00,39,0.0118,620,2026-01-19 16:03:47.235 +0200
256,30.1159,31.4896,El Mostakbal City - Main Boulevard,street,74000,11800.00,28,0.0085,600,2026-01-19 16:03:47.235 +0200
257,30.1183,31.4923,El Mostakbal City - Services Area,commercial_area,78000,12200.00,31,0.0094,620,2026-01-19 16:03:47.235 +0200
258,30.1207,31.4949,El Mostakbal City - Residential Core,residential_commercial,71000,12000.00,26,0.0079,580,2026-01-19 16:03:47.235 +0200
259,30.1231,31.4976,El Mostakbal City - Business Park,commercial_area,82000,13000.00,34,0.0103,650,2026-01-19 16:03:47.235 +0200
260,30.1255,31.5002,El Mostakbal City - Ring Road Gate,transport_hub,88000,11500.00,38,0.0115,680,2026-01-19 16:03:47.235 +0200
261,30.1487,31.4019,New Administrative Capital - R7 Zone,residential_commercial,65000,14500.00,22,0.0067,560,2026-01-19 16:03:47.235 +0200
262,30.1511,31.4045,New Administrative Capital - Downtown,commercial_area,72000,16000.00,27,0.0082,600,2026-01-19 16:03:47.235 +0200
263,30.1535,31.4072,New Administrative Capital - Ministries Area,governmental_zone,58000,15500.00,18,0.0055,520,2026-01-19 16:03:47.235 +0200
264,30.1559,31.4098,New Administrative Capital - Business District,commercial_area,76000,17000.00,29,0.0088,620,2026-01-19 16:03:47.235 +0200
265,30.1583,31.4125,New Administrative Capital - Expo Axis,transport_hub,82000,15000.00,33,0.0100,650,2026-01-19 16:03:47.235 +0200
266,30.0876,31.4864,Badrashin Road - Kilo 25,street,140000,5100.00,57,0.0166,720,2026-01-19 16:03:47.235 +0200
267,30.09,31.489,Badrashin Road - Market Strip,market,158000,4800.00,71,0.0207,780,2026-01-19 16:03:47.235 +0200
268,30.0924,31.4917,Badrashin Road - Industrial Edge,industrial_zone,150000,5000.00,63,0.0184,740,2026-01-19 16:03:47.235 +0200
269,30.0948,31.4943,Badrashin Road - Residential Blocks,residential_commercial,145000,5300.00,58,0.0169,720,2026-01-19 16:03:47.235 +0200
270,30.0972,31.497,Badrashin Road - Transport Node,transport_hub,165000,4900.00,69,0.0202,760,2026-01-19 16:03:47.235 +0200
271,30.0645,31.5128,El Saff - Main Entrance,street,155000,4700.00,65,0.0189,740,2026-01-19 16:03:47.235 +0200
272,30.0669,31.5154,El Saff Market,market,170000,4400.00,79,0.0230,780,2026-01-19 16:03:47.235 +0200
273,30.0693,31.5181,El Saff - Residential Core,residential_commercial,148000,4900.00,59,0.0171,720,2026-01-19 16:03:47.235 +0200
274,30.0717,31.5207,El Saff - Industrial Workshops,industrial_zone,160000,4600.00,71,0.0206,760,2026-01-19 16:03:47.235 +0200
275,30.0741,31.5234,El Saff - Agricultural Edge,street,140000,5200.00,52,0.0151,680,2026-01-19 16:03:47.235 +0200
276,30.1328,31.5521,Belbeis Road - Kilo 20,street,160000,5000.00,62,0.0180,720,2026-01-19 16:03:47.235 +0200
277,30.1352,31.5548,Belbeis Road - Market Strip,market,178000,4700.00,76,0.0221,780,2026-01-19 16:03:47.235 +0200
278,30.1376,31.5574,Belbeis Road - Industrial Edge,industrial_zone,165000,4900.00,68,0.0198,740,2026-01-19 16:03:47.235 +0200
279,30.14,31.5601,Belbeis Road - Residential Blocks,residential_commercial,155000,5200.00,61,0.0177,720,2026-01-19 16:03:47.235 +0200
280,30.1424,31.5627,Belbeis Road - Transport Hub,transport_hub,175000,4800.00,73,0.0212,760,2026-01-19 16:03:47.235 +0200
281,30.2415,31.4518,Qaha - Main Commercial Street,street,165000,4600.00,71,0.0206,760,2026-01-19 16:03:47.235 +0200
282,30.2439,31.4544,Qaha Market Center,market,182000,4300.00,84,0.0244,800,2026-01-19 16:03:47.235 +0200
283,30.2463,31.4571,Qaha - Industrial Strip,industrial_zone,155000,4800.00,63,0.0183,720,2026-01-19 16:03:47.235 +0200
284,30.2487,31.4597,Qaha - Residential Blocks,residential_commercial,148000,5000.00,59,0.0171,700,2026-01-19 16:03:47.235 +0200
285,30.2511,31.4624,Qaha - Railway Axis,transport_hub,175000,4500.00,76,0.0220,780,2026-01-19 16:03:47.235 +0200
286,30.2582,31.3326,Tukh - Main Street,street,170000,4700.00,68,0.0197,740,2026-01-19 16:03:47.235 +0200
287,30.2606,31.3352,Tukh Market,market,188000,4400.00,81,0.0235,780,2026-01-19 16:03:47.235 +0200
288,30.263,31.3379,Tukh - Residential Core,residential_commercial,160000,4900.00,62,0.0180,720,2026-01-19 16:03:47.235 +0200
289,30.2654,31.3405,Tukh - Industrial Workshops,industrial_zone,165000,4800.00,65,0.0189,740,2026-01-19 16:03:47.235 +0200
290,30.2678,31.3432,Tukh - Railway Crossing,transport_hub,180000,4600.00,73,0.0212,760,2026-01-19 16:03:47.235 +0200
291,30.2746,31.2857,Shebin El Qanater - Main Axis,street,185000,4500.00,75,0.0218,760,2026-01-19 16:03:47.235 +0200
292,30.277,31.2884,Shebin El Qanater Market,market,200000,4200.00,89,0.0258,820,2026-01-19 16:03:47.235 +0200
293,30.2794,31.291,Shebin El Qanater - Industrial Edge,industrial_zone,175000,4700.00,71,0.0206,740,2026-01-19 16:03:47.235 +0200
294,30.2818,31.2937,Shebin El Qanater - Residential Blocks,residential_commercial,168000,4800.00,67,0.0194,720,2026-01-19 16:03:47.235 +0200
295,30.2842,31.2963,Shebin El Qanater - Transport Node,transport_hub,190000,4400.00,82,0.0238,780,2026-01-19 16:03:47.235 +0200
296,30.2921,31.5123,Abu Zaabal - Industrial Complex,industrial_zone,160000,5200.00,61,0.0178,720,2026-01-19 16:03:47.235 +0200
297,30.2945,31.5149,Abu Zaabal Market,market,175000,4900.00,74,0.0215,760,2026-01-19 16:03:47.235 +0200
298,30.2969,31.5176,Abu Zaabal - Residential Core,residential_commercial,148000,5300.00,56,0.0163,700,2026-01-19 16:03:47.235 +0200
299,30.2993,31.5202,Abu Zaabal - Military Zone Edge,street,140000,5500.00,49,0.0143,680,2026-01-19 16:03:47.235 +0200
300,30.3017,31.5229,Abu Zaabal - Ring Road Axis,transport_hub,165000,5000.00,65,0.0189,740,2026-01-19 16:03:47.235 +0200
301,30.2096,31.5621,Bilbeis - Main Commercial Street,street,190000,4400.00,83,0.0241,780,2026-01-19 16:03:47.235 +0200
302,30.212,31.5647,Bilbeis Market Center,market,210000,4100.00,97,0.0282,840,2026-01-19 16:03:47.235 +0200
303,30.2144,31.5674,Bilbeis - Industrial Strip,industrial_zone,180000,4600.00,74,0.0215,760,2026-01-19 16:03:47.235 +0200
304,30.2168,31.57,Bilbeis - Residential Blocks,residential_commercial,175000,4700.00,71,0.0206,740,2026-01-19 16:03:47.235 +0200
305,30.2192,31.5727,Bilbeis - Transport Hub,transport_hub,200000,4300.00,86,0.0250,800,2026-01-19 16:03:47.235 +0200
306,30.2339,31.6158,Mashtoul El Souk - Main Street,street,165000,4700.00,66,0.0192,740,2026-01-19 16:03:47.235 +0200
307,30.2363,31.6184,Mashtoul El Souk Market,market,182000,4400.00,79,0.0230,780,2026-01-19 16:03:47.235 +0200
308,30.2387,31.6211,Mashtoul El Souk - Residential Core,residential_commercial,158000,5000.00,61,0.0177,720,2026-01-19 16:03:47.235 +0200
309,30.2411,31.6237,Mashtoul El Souk - Agricultural Edge,street,145000,5200.00,53,0.0154,680,2026-01-19 16:03:47.235 +0200
310,30.2435,31.6264,Mashtoul El Souk - Transport Axis,transport_hub,170000,4800.00,69,0.0201,760,2026-01-19 16:03:47.235 +0200
311,30.1884,31.6029,Zagazig Road - Kilo 40,street,175000,4500.00,72,0.0209,760,2026-01-19 16:03:47.235 +0200
312,30.1908,31.6055,Zagazig Road Market Strip,market,195000,4200.00,86,0.0250,820,2026-01-19 16:03:47.235 +0200
313,30.1932,31.6082,Zagazig Road - Industrial Edge,industrial_zone,170000,4600.00,69,0.0200,740,2026-01-19 16:03:47.235 +0200
314,30.1956,31.6108,Zagazig Road - Residential Blocks,residential_commercial,160000,4900.00,63,0.0183,720,2026-01-19 16:03:47.235 +0200
315,30.198,31.6135,Zagazig Road - Transport Hub,transport_hub,185000,4400.00,78,0.0227,780,2026-01-19 16:03:47.235 +0200
316,30.0449,31.2081,Zamalek - Mohamed Mazhar,street,47000,19800.00,23,0.0075,500,2026-01-19 16:03:47.235 +0200
317,30.0468,31.2107,Zamalek - Taha Hussein,street,49000,19200.00,25,0.0081,520,2026-01-19 16:03:47.235 +0200
318,30.0486,31.2132,Zamalek - Hassan Sabry,residential_commercial,52000,18500.00,27,0.0088,550,2026-01-19 16:03:47.235 +0200
319,30.0505,31.2158,Zamalek - Brazil Axis East,commercial_area,54000,20500.00,31,0.0101,560,2026-01-19 16:03:47.235 +0200
320,30.0523,31.2183,Zamalek - Corniche Connector,street,50000,20000.00,29,0.0094,540,2026-01-19 16:03:47.235 +0200
321,30.0256,31.2381,Garden City - Abdel Qader Hamza,street,43000,18200.00,21,0.0069,480,2026-01-19 16:03:47.235 +0200
322,30.0274,31.2406,Garden City - Falaki Connector,commercial_area,46000,17800.00,24,0.0079,500,2026-01-19 16:03:47.235 +0200
323,30.0292,31.2432,Garden City - Corniche Infill,street,44000,18500.00,22,0.0072,490,2026-01-19 16:03:47.235 +0200
324,30.0311,31.2457,Garden City - Embassy Strip,governmental_zone,38000,19500.00,18,0.0060,460,2026-01-19 16:03:47.235 +0200
325,30.0329,31.2483,Garden City - Kasr El Ainy Extension,street,47000,18000.00,26,0.0085,520,2026-01-19 16:03:47.235 +0200
326,30.0619,31.216,Agouza - Nile View Street,street,88000,11500.00,39,0.0117,600,2026-01-19 16:03:47.235 +0200
327,30.0637,31.2186,Agouza - Kit Kat Connector,transport_hub,96000,10800.00,44,0.0132,630,2026-01-19 16:03:47.235 +0200
328,30.0656,31.2211,Agouza - Residential Infill,residential_commercial,91000,11200.00,41,0.0123,610,2026-01-19 16:03:47.235 +0200
329,30.0674,31.2237,Agouza - Market Edge,market,102000,9800.00,53,0.0159,680,2026-01-19 16:03:47.235 +0200
330,30.0693,31.2262,Agouza - Bridge Axis South,street,94000,10500.00,46,0.0137,640,2026-01-19 16:03:47.235 +0200
331,30.0154,31.2319,Downtown - Sherif Street,street,118000,8800.00,49,0.0147,600,2026-01-19 16:03:47.235 +0200
332,30.0172,31.2344,Downtown - Adly Connector,commercial_area,121000,9000.00,52,0.0155,620,2026-01-19 16:03:47.235 +0200
333,30.0191,31.237,Downtown - Hoda Shaarawy,street,114000,8600.00,46,0.0138,600,2026-01-19 16:03:47.235 +0200
334,30.0209,31.2395,Downtown - Talaat Harb Extension,commercial_area,126000,9200.00,57,0.0170,650,2026-01-19 16:03:47.235 +0200
335,30.0227,31.2421,Downtown - Ramses Connector,transport_hub,138000,8300.00,64,0.0191,680,2026-01-19 16:03:47.235 +0200
336,30.0562,31.3459,Nasr City - Abbas El Akkad South,street,127000,10200.00,55,0.0163,700,2026-01-19 16:03:47.235 +0200
337,30.058,31.3484,Nasr City - Makram Ebeid East,street,129000,9800.00,58,0.0172,720,2026-01-19 16:03:47.235 +0200
338,30.0599,31.351,Nasr City - City Stars Perimeter,commercial_area,118000,11500.00,41,0.0126,620,2026-01-19 16:03:47.235 +0200
339,30.0617,31.3535,Nasr City - El Serag Connector,street,122000,10800.00,47,0.0141,650,2026-01-19 16:03:47.235 +0200
340,30.0636,31.3561,Nasr City - Stadium Axis,transport_hub,135000,9700.00,62,0.0185,740,2026-01-19 16:03:47.235 +0200
341,30.0521,31.3049,Heliopolis - Nozha Connector,street,95000,14000.00,45,0.0138,620,2026-01-19 16:03:47.235 +0200
342,30.054,31.3074,Heliopolis - Roxy Extension,commercial_area,98000,14500.00,49,0.0150,640,2026-01-19 16:03:47.235 +0200
343,30.0558,31.31,Heliopolis - Almaza Connector,street,91000,15000.00,41,0.0126,600,2026-01-19 16:03:47.235 +0200
344,30.0577,31.3125,Heliopolis - Merghany East,street,96000,14200.00,47,0.0144,630,2026-01-19 16:03:47.235 +0200
345,30.0595,31.3151,Heliopolis - Airport Axis,transport_hub,108000,13500.00,56,0.0171,700,2026-01-19 16:03:47.235 +0200
346,30.0065,31.3332,Maadi - Road 10 Extension,street,86000,15800.00,42,0.0129,600,2026-01-19 16:03:47.235 +0200
347,30.0084,31.3358,Maadi - Zahraa Connector,residential_commercial,92000,15000.00,48,0.0147,650,2026-01-19 16:03:47.235 +0200
348,30.0102,31.3383,Maadi - Degla East,street,88000,16200.00,44,0.0135,620,2026-01-19 16:03:47.235 +0200
349,30.0121,31.3409,Maadi - Ring Road Access,transport_hub,104000,14500.00,57,0.0174,700,2026-01-19 16:03:47.235 +0200
350,30.0139,31.3434,Maadi - Corniche South,street,90000,15500.00,46,0.0140,630,2026-01-19 16:03:47.235 +0200
