"metric_id","location_id","timestamp","people_count","dwell_time_avg","vehicle_count","congestion_level","data_quality_flag","created_at"
631,40,2024-09-18 09:35:00.000 +0300,71,9.2,32,high,0,2026-01-19 16:03:52.576 +0200
632,40,2024-09-18 09:40:00.000 +0300,73,9.4,33,high,0,2026-01-19 16:03:52.576 +0200
633,40,2024-09-18 09:45:00.000 +0300,75,9.6,34,high,0,2026-01-19 16:03:52.576 +0200
634,40,2024-09-18 09:00:00.000 +0300,66,8.6,29,medium,0,2026-01-19 16:03:52.576 +0200
635,40,2024-09-18 09:05:00.000 +0300,68,8.8,30,medium,0,2026-01-19 16:03:52.576 +0200
636,40,2024-09-18 09:10:00.000 +0300,70,9.0,31,high,0,2026-01-19 16:03:52.576 +0200
637,40,2024-09-18 09:15:00.000 +0300,72,9.2,32,high,0,2026-01-19 16:03:52.576 +0200
638,40,2024-09-18 09:20:00.000 +0300,74,9.4,33,high,0,2026-01-19 16:03:52.576 +0200
639,40,2024-09-18 09:25:00.000 +0300,76,9.6,34,high,0,2026-01-19 16:03:52.576 +0200
640,40,2024-09-18 09:30:00.000 +0300,78,9.8,35,high,0,2026-01-19 16:03:52.576 +0200
641,41,2024-09-18 09:35:00.000 +0300,80,10.0,36,high,0,2026-01-19 16:03:52.576 +0200
642,41,2024-09-18 09:40:00.000 +0300,82,10.2,37,high,0,2026-01-19 16:03:52.576 +0200
643,41,2024-09-18 09:45:00.000 +0300,84,10.4,38,high,0,2026-01-19 16:03:52.576 +0200
644,41,2024-09-18 09:00:00.000 +0300,59,7.9,26,medium,0,2026-01-19 16:03:52.576 +0200
645,41,2024-09-18 09:05:00.000 +0300,61,8.1,27,medium,0,2026-01-19 16:03:52.576 +0200
646,41,2024-09-18 09:10:00.000 +0300,63,8.3,28,medium,0,2026-01-19 16:03:52.576 +0200
647,41,2024-09-18 09:15:00.000 +0300,65,8.5,29,medium,0,2026-01-19 16:03:52.576 +0200
648,41,2024-09-18 09:20:00.000 +0300,67,8.7,30,high,0,2026-01-19 16:03:52.576 +0200
649,41,2024-09-18 09:25:00.000 +0300,69,8.9,31,high,0,2026-01-19 16:03:52.576 +0200
650,41,2024-09-18 09:30:00.000 +0300,71,9.1,32,high,0,2026-01-19 16:03:52.576 +0200
651,41,2024-09-18 09:35:00.000 +0300,73,9.3,33,high,0,2026-01-19 16:03:52.576 +0200
652,41,2024-09-18 09:40:00.000 +0300,75,9.5,34,high,0,2026-01-19 16:03:52.576 +0200
653,41,2024-09-18 09:45:00.000 +0300,77,9.7,35,high,0,2026-01-19 16:03:52.576 +0200
654,41,2024-09-18 09:00:00.000 +0300,63,8.3,27,medium,0,2026-01-19 16:03:52.576 +0200
655,41,2024-09-18 09:05:00.000 +0300,65,8.5,28,medium,0,2026-01-19 16:03:52.576 +0200
656,41,2024-09-18 09:10:00.000 +0300,67,8.7,29,medium,0,2026-01-19 16:03:52.576 +0200
657,42,2024-09-18 09:15:00.000 +0300,69,8.9,30,high,0,2026-01-19 16:03:52.576 +0200
658,42,2024-09-18 09:20:00.000 +0300,71,9.1,31,high,0,2026-01-19 16:03:52.576 +0200
659,42,2024-09-18 09:25:00.000 +0300,73,9.3,32,high,0,2026-01-19 16:03:52.576 +0200
660,42,2024-09-18 09:30:00.000 +0300,75,9.5,33,high,0,2026-01-19 16:03:52.576 +0200
661,42,2024-09-18 09:35:00.000 +0300,77,9.7,34,high,0,2026-01-19 16:03:52.576 +0200
662,42,2024-09-18 09:40:00.000 +0300,79,9.9,35,high,0,2026-01-19 16:03:52.576 +0200
663,42,2024-09-18 09:45:00.000 +0300,81,10.1,36,high,0,2026-01-19 16:03:52.576 +0200
664,42,2024-09-19 08:00:00.000 +0300,48,7.1,22,medium,0,2026-01-19 16:03:52.576 +0200
665,42,2024-09-19 08:05:00.000 +0300,50,7.3,23,medium,0,2026-01-19 16:03:52.576 +0200
666,42,2024-09-19 08:10:00.000 +0300,52,7.5,24,medium,0,2026-01-19 16:03:52.576 +0200
667,42,2024-09-19 08:15:00.000 +0300,54,7.7,25,medium,0,2026-01-19 16:03:52.576 +0200
668,42,2024-09-19 08:20:00.000 +0300,56,7.9,26,high,0,2026-01-19 16:03:52.576 +0200
669,42,2024-09-19 08:25:00.000 +0300,58,8.1,27,high,0,2026-01-19 16:03:52.576 +0200
670,42,2024-09-19 08:30:00.000 +0300,60,8.3,28,high,0,2026-01-19 16:03:52.576 +0200
671,42,2024-09-19 08:35:00.000 +0300,62,8.5,29,high,0,2026-01-19 16:03:52.576 +0200
672,42,2024-09-19 08:40:00.000 +0300,64,8.7,30,high,0,2026-01-19 16:03:52.576 +0200
673,43,2024-09-19 08:45:00.000 +0300,66,8.9,31,high,0,2026-01-19 16:03:52.576 +0200
674,43,2024-09-19 08:00:00.000 +0300,45,6.8,21,medium,0,2026-01-19 16:03:52.576 +0200
675,43,2024-09-19 08:05:00.000 +0300,47,7.0,22,medium,0,2026-01-19 16:03:52.576 +0200
676,43,2024-09-19 08:10:00.000 +0300,49,7.2,23,medium,0,2026-01-19 16:03:52.576 +0200
677,43,2024-09-19 08:15:00.000 +0300,51,7.4,24,medium,0,2026-01-19 16:03:52.576 +0200
678,43,2024-09-19 08:20:00.000 +0300,53,7.6,25,high,0,2026-01-19 16:03:52.576 +0200
679,43,2024-09-19 08:25:00.000 +0300,55,7.8,26,high,0,2026-01-19 16:03:52.576 +0200
680,43,2024-09-19 08:30:00.000 +0300,57,8.0,27,high,0,2026-01-19 16:03:52.576 +0200
681,43,2024-09-19 08:35:00.000 +0300,59,8.2,28,high,0,2026-01-19 16:03:52.576 +0200
682,43,2024-09-19 08:40:00.000 +0300,61,8.4,29,high,0,2026-01-19 16:03:52.576 +0200
683,43,2024-09-19 08:45:00.000 +0300,63,8.6,30,high,0,2026-01-19 16:03:52.576 +0200
684,43,2024-09-19 08:00:00.000 +0300,52,7.6,24,medium,0,2026-01-19 16:03:52.576 +0200
685,43,2024-09-19 08:05:00.000 +0300,54,7.8,25,medium,0,2026-01-19 16:03:52.576 +0200
686,43,2024-09-19 08:10:00.000 +0300,56,8.0,26,medium,0,2026-01-19 16:03:52.576 +0200
687,43,2024-09-19 08:15:00.000 +0300,58,8.2,27,medium,0,2026-01-19 16:03:52.576 +0200
688,43,2024-09-19 08:20:00.000 +0300,60,8.4,28,high,0,2026-01-19 16:03:52.576 +0200
689,44,2024-09-19 08:25:00.000 +0300,62,8.6,29,high,0,2026-01-19 16:03:52.576 +0200
690,44,2024-09-19 08:30:00.000 +0300,64,8.8,30,high,0,2026-01-19 16:03:52.576 +0200
691,44,2024-09-19 08:35:00.000 +0300,66,9.0,31,high,0,2026-01-19 16:03:52.576 +0200
692,44,2024-09-19 08:40:00.000 +0300,68,9.2,32,high,0,2026-01-19 16:03:52.576 +0200
693,44,2024-09-19 08:45:00.000 +0300,70,9.4,33,high,0,2026-01-19 16:03:52.576 +0200
694,44,2024-09-19 08:00:00.000 +0300,46,6.9,22,medium,0,2026-01-19 16:03:52.576 +0200
695,44,2024-09-19 08:05:00.000 +0300,48,7.1,23,medium,0,2026-01-19 16:03:52.576 +0200
696,44,2024-09-19 08:10:00.000 +0300,50,7.3,24,medium,0,2026-01-19 16:03:52.576 +0200
697,44,2024-09-19 08:15:00.000 +0300,52,7.5,25,medium,0,2026-01-19 16:03:52.576 +0200
698,44,2024-09-19 08:20:00.000 +0300,54,7.7,26,high,0,2026-01-19 16:03:52.576 +0200
699,44,2024-09-19 08:25:00.000 +0300,56,7.9,27,high,0,2026-01-19 16:03:52.576 +0200
700,44,2024-09-19 08:30:00.000 +0300,58,8.1,28,high,0,2026-01-19 16:03:52.576 +0200
701,44,2024-09-19 08:35:00.000 +0300,60,8.3,29,high,0,2026-01-19 16:03:52.576 +0200
702,44,2024-09-19 08:40:00.000 +0300,62,8.5,30,high,0,2026-01-19 16:03:52.576 +0200
703,44,2024-09-19 08:45:00.000 +0300,64,8.7,31,high,0,2026-01-19 16:03:52.576 +0200
704,44,2024-09-19 08:00:00.000 +0300,55,8.0,25,medium,0,2026-01-19 16:03:52.576 +0200
705,45,2024-09-19 08:05:00.000 +0300,57,8.2,26,medium,0,2026-01-19 16:03:52.576 +0200
706,45,2024-09-19 08:10:00.000 +0300,59,8.4,27,medium,0,2026-01-19 16:03:52.576 +0200
707,45,2024-09-19 08:15:00.000 +0300,61,8.6,28,medium,0,2026-01-19 16:03:52.576 +0200
708,45,2024-09-19 08:20:00.000 +0300,63,8.8,29,high,0,2026-01-19 16:03:52.576 +0200
709,45,2024-09-19 08:25:00.000 +0300,65,9.0,30,high,0,2026-01-19 16:03:52.576 +0200
710,45,2024-09-19 08:30:00.000 +0300,67,9.2,31,high,0,2026-01-19 16:03:52.576 +0200
711,45,2024-09-19 08:35:00.000 +0300,69,9.4,32,high,0,2026-01-19 16:03:52.576 +0200
712,45,2024-09-19 08:40:00.000 +0300,71,9.6,33,high,0,2026-01-19 16:03:52.576 +0200
713,45,2024-09-19 08:45:00.000 +0300,73,9.8,34,high,0,2026-01-19 16:03:52.576 +0200
714,45,2024-09-19 08:00:00.000 +0300,49,7.2,23,medium,0,2026-01-19 16:03:52.576 +0200
715,45,2024-09-19 08:05:00.000 +0300,51,7.4,24,medium,0,2026-01-19 16:03:52.576 +0200
716,45,2024-09-19 08:10:00.000 +0300,53,7.6,25,medium,0,2026-01-19 16:03:52.576 +0200
717,45,2024-09-19 08:15:00.000 +0300,55,7.8,26,medium,0,2026-01-19 16:03:52.576 +0200
718,45,2024-09-19 08:20:00.000 +0300,57,8.0,27,high,0,2026-01-19 16:03:52.576 +0200
719,45,2024-09-19 08:25:00.000 +0300,59,8.2,28,high,0,2026-01-19 16:03:52.576 +0200
720,45,2024-09-19 08:30:00.000 +0300,61,8.4,29,high,0,2026-01-19 16:03:52.576 +0200
721,46,2024-09-19 08:35:00.000 +0300,63,8.6,30,high,0,2026-01-19 16:03:52.576 +0200
722,46,2024-09-19 08:40:00.000 +0300,65,8.8,31,high,0,2026-01-19 16:03:52.576 +0200
723,46,2024-09-19 08:45:00.000 +0300,67,9.0,32,high,0,2026-01-19 16:03:52.576 +0200
724,46,2024-09-19 08:00:00.000 +0300,53,7.7,24,medium,0,2026-01-19 16:03:52.576 +0200
725,46,2024-09-19 08:05:00.000 +0300,55,7.9,25,medium,0,2026-01-19 16:03:52.576 +0200
726,46,2024-09-19 08:10:00.000 +0300,57,8.1,26,medium,0,2026-01-19 16:03:52.576 +0200
727,46,2024-09-19 08:15:00.000 +0300,59,8.3,27,medium,0,2026-01-19 16:03:52.576 +0200
728,46,2024-09-19 08:20:00.000 +0300,61,8.5,28,high,0,2026-01-19 16:03:52.576 +0200
729,46,2024-09-19 08:25:00.000 +0300,63,8.7,29,high,0,2026-01-19 16:03:52.576 +0200
730,46,2024-09-19 08:30:00.000 +0300,65,8.9,30,high,0,2026-01-19 16:03:52.576 +0200
731,46,2024-09-19 08:35:00.000 +0300,67,9.1,31,high,0,2026-01-19 16:03:52.576 +0200
732,46,2024-09-19 08:40:00.000 +0300,69,9.3,32,high,0,2026-01-19 16:03:52.576 +0200
733,46,2024-09-19 08:45:00.000 +0300,71,9.5,33,high,0,2026-01-19 16:03:52.576 +0200
734,46,2024-09-19 08:00:00.000 +0300,47,7.0,22,medium,0,2026-01-19 16:03:52.576 +0200
735,46,2024-09-19 08:05:00.000 +0300,49,7.2,23,medium,0,2026-01-19 16:03:52.576 +0200
736,46,2024-09-19 08:10:00.000 +0300,51,7.4,24,medium,0,2026-01-19 16:03:52.576 +0200
737,47,2024-09-19 08:15:00.000 +0300,53,7.6,25,medium,0,2026-01-19 16:03:52.576 +0200
738,47,2024-09-19 08:20:00.000 +0300,55,7.8,26,high,0,2026-01-19 16:03:52.576 +0200
739,47,2024-09-19 08:25:00.000 +0300,57,8.0,27,high,0,2026-01-19 16:03:52.576 +0200
740,47,2024-09-19 08:30:00.000 +0300,59,8.2,28,high,0,2026-01-19 16:03:52.576 +0200
741,47,2024-09-19 08:35:00.000 +0300,61,8.4,29,high,0,2026-01-19 16:03:52.576 +0200
742,47,2024-09-19 08:40:00.000 +0300,63,8.6,30,high,0,2026-01-19 16:03:52.576 +0200
743,47,2024-09-19 08:45:00.000 +0300,65,8.8,31,high,0,2026-01-19 16:03:52.576 +0200
744,47,2024-09-19 08:00:00.000 +0300,54,7.8,25,medium,0,2026-01-19 16:03:52.576 +0200
745,47,2024-09-19 08:05:00.000 +0300,56,8.0,26,medium,0,2026-01-19 16:03:52.576 +0200
746,47,2024-09-19 08:10:00.000 +0300,58,8.2,27,medium,0,2026-01-19 16:03:52.576 +0200
747,47,2024-09-19 08:15:00.000 +0300,60,8.4,28,medium,0,2026-01-19 16:03:52.576 +0200
748,47,2024-09-19 08:20:00.000 +0300,62,8.6,29,high,0,2026-01-19 16:03:52.576 +0200
749,47,2024-09-19 08:25:00.000 +0300,64,8.8,30,high,0,2026-01-19 16:03:52.576 +0200
750,47,2024-09-19 08:30:00.000 +0300,66,9.0,31,high,0,2026-01-19 16:03:52.576 +0200
751,47,2024-09-19 08:35:00.000 +0300,68,9.2,32,high,0,2026-01-19 16:03:52.576 +0200
752,47,2024-09-19 08:40:00.000 +0300,70,9.4,33,high,0,2026-01-19 16:03:52.576 +0200
753,48,2024-09-19 08:45:00.000 +0300,72,9.6,34,high,0,2026-01-19 16:03:52.576 +0200
754,48,2024-09-19 08:00:00.000 +0300,50,7.3,23,medium,0,2026-01-19 16:03:52.576 +0200
755,48,2024-09-19 08:05:00.000 +0300,52,7.5,24,medium,0,2026-01-19 16:03:52.576 +0200
756,48,2024-09-19 08:10:00.000 +0300,54,7.7,25,medium,0,2026-01-19 16:03:52.576 +0200
757,48,2024-09-19 08:15:00.000 +0300,56,7.9,26,medium,0,2026-01-19 16:03:52.576 +0200
758,48,2024-09-19 08:20:00.000 +0300,58,8.1,27,high,0,2026-01-19 16:03:52.576 +0200
759,48,2024-09-19 08:25:00.000 +0300,60,8.3,28,high,0,2026-01-19 16:03:52.576 +0200
760,48,2024-09-19 08:30:00.000 +0300,62,8.5,29,high,0,2026-01-19 16:03:52.576 +0200
761,48,2024-09-19 08:35:00.000 +0300,64,8.7,30,high,0,2026-01-19 16:03:52.576 +0200
762,48,2024-09-19 08:40:00.000 +0300,66,8.9,31,high,0,2026-01-19 16:03:52.576 +0200
763,48,2024-09-19 08:45:00.000 +0300,68,9.1,32,high,0,2026-01-19 16:03:52.576 +0200
764,48,2024-09-20 09:00:00.000 +0300,58,8.0,26,medium,0,2026-01-19 16:03:52.576 +0200
765,48,2024-09-20 09:05:00.000 +0300,60,8.2,27,medium,0,2026-01-19 16:03:52.576 +0200
766,48,2024-09-20 09:10:00.000 +0300,62,8.4,28,medium,0,2026-01-19 16:03:52.576 +0200
767,48,2024-09-20 09:15:00.000 +0300,64,8.6,29,medium,0,2026-01-19 16:03:52.576 +0200
768,48,2024-09-20 09:20:00.000 +0300,66,8.8,30,high,0,2026-01-19 16:03:52.576 +0200
769,49,2024-09-20 09:25:00.000 +0300,68,9.0,31,high,0,2026-01-19 16:03:52.576 +0200
770,49,2024-09-20 09:30:00.000 +0300,70,9.2,32,high,0,2026-01-19 16:03:52.576 +0200
771,49,2024-09-20 09:35:00.000 +0300,72,9.4,33,high,0,2026-01-19 16:03:52.576 +0200
772,49,2024-09-20 09:40:00.000 +0300,74,9.6,34,high,0,2026-01-19 16:03:52.576 +0200
773,49,2024-09-20 09:45:00.000 +0300,76,9.8,35,high,0,2026-01-19 16:03:52.576 +0200
774,49,2024-09-20 09:00:00.000 +0300,54,7.6,24,medium,0,2026-01-19 16:03:52.576 +0200
775,49,2024-09-20 09:05:00.000 +0300,56,7.8,25,medium,0,2026-01-19 16:03:52.576 +0200
776,49,2024-09-20 09:10:00.000 +0300,58,8.0,26,medium,0,2026-01-19 16:03:52.576 +0200
777,49,2024-09-20 09:15:00.000 +0300,60,8.2,27,medium,0,2026-01-19 16:03:52.576 +0200
778,49,2024-09-20 09:20:00.000 +0300,62,8.4,28,high,0,2026-01-19 16:03:52.576 +0200
779,49,2024-09-20 09:25:00.000 +0300,64,8.6,29,high,0,2026-01-19 16:03:52.576 +0200
780,49,2024-09-20 09:30:00.000 +0300,66,8.8,30,high,0,2026-01-19 16:03:52.576 +0200
781,49,2024-09-20 09:35:00.000 +0300,68,9.0,31,high,0,2026-01-19 16:03:52.576 +0200
782,49,2024-09-20 09:40:00.000 +0300,70,9.2,32,high,0,2026-01-19 16:03:52.576 +0200
783,49,2024-09-20 09:45:00.000 +0300,72,9.4,33,high,0,2026-01-19 16:03:52.576 +0200
784,49,2024-09-20 09:00:00.000 +0300,61,8.3,27,medium,0,2026-01-19 16:03:52.576 +0200
785,50,2024-09-20 09:05:00.000 +0300,63,8.5,28,medium,0,2026-01-19 16:03:52.576 +0200
786,50,2024-09-20 09:10:00.000 +0300,65,8.7,29,medium,0,2026-01-19 16:03:52.576 +0200
787,50,2024-09-20 09:15:00.000 +0300,67,8.9,30,high,0,2026-01-19 16:03:52.576 +0200
788,50,2024-09-20 09:20:00.000 +0300,69,9.1,31,high,0,2026-01-19 16:03:52.576 +0200
789,50,2024-09-20 09:25:00.000 +0300,71,9.3,32,high,0,2026-01-19 16:03:52.576 +0200
790,50,2024-09-20 09:30:00.000 +0300,73,9.5,33,high,0,2026-01-19 16:03:52.576 +0200
791,50,2024-09-20 09:35:00.000 +0300,75,9.7,34,high,0,2026-01-19 16:03:52.576 +0200
792,50,2024-09-20 09:40:00.000 +0300,77,9.9,35,high,0,2026-01-19 16:03:52.576 +0200
793,50,2024-09-20 09:45:00.000 +0300,79,10.1,36,high,0,2026-01-19 16:03:52.576 +0200
794,50,2024-09-20 09:00:00.000 +0300,52,7.4,23,medium,0,2026-01-19 16:03:52.576 +0200
795,50,2024-09-20 09:05:00.000 +0300,54,7.6,24,medium,0,2026-01-19 16:03:52.576 +0200
796,50,2024-09-20 09:10:00.000 +0300,56,7.8,25,medium,0,2026-01-19 16:03:52.576 +0200
797,50,2024-09-20 09:15:00.000 +0300,58,8.0,26,medium,0,2026-01-19 16:03:52.576 +0200
798,50,2024-09-20 09:20:00.000 +0300,60,8.2,27,high,0,2026-01-19 16:03:52.576 +0200
799,50,2024-09-20 09:25:00.000 +0300,62,8.4,28,high,0,2026-01-19 16:03:52.576 +0200
800,50,2024-09-20 09:30:00.000 +0300,64,8.6,29,high,0,2026-01-19 16:03:52.576 +0200
801,51,2024-09-20 09:35:00.000 +0300,66,8.8,30,high,0,2026-01-19 16:03:52.576 +0200
802,51,2024-09-20 09:40:00.000 +0300,68,9.0,31,high,0,2026-01-19 16:03:52.576 +0200
803,51,2024-09-20 09:45:00.000 +0300,70,9.2,32,high,0,2026-01-19 16:03:52.576 +0200
804,51,2024-09-20 09:00:00.000 +0300,65,8.8,29,medium,0,2026-01-19 16:03:52.576 +0200
805,51,2024-09-20 09:05:00.000 +0300,67,9.0,30,medium,0,2026-01-19 16:03:52.576 +0200
806,51,2024-09-20 09:10:00.000 +0300,69,9.2,31,medium,0,2026-01-19 16:03:52.576 +0200
807,51,2024-09-20 09:15:00.000 +0300,71,9.4,32,high,0,2026-01-19 16:03:52.576 +0200
808,51,2024-09-20 09:20:00.000 +0300,73,9.6,33,high,0,2026-01-19 16:03:52.576 +0200
809,51,2024-09-20 09:25:00.000 +0300,75,9.8,34,high,0,2026-01-19 16:03:52.576 +0200
810,51,2024-09-20 09:30:00.000 +0300,77,10.0,35,high,0,2026-01-19 16:03:52.576 +0200
811,51,2024-09-20 09:35:00.000 +0300,79,10.2,36,high,0,2026-01-19 16:03:52.576 +0200
812,51,2024-09-20 09:40:00.000 +0300,81,10.4,37,high,0,2026-01-19 16:03:52.576 +0200
813,51,2024-09-20 09:45:00.000 +0300,83,10.6,38,high,0,2026-01-19 16:03:52.576 +0200
814,51,2024-09-20 09:00:00.000 +0300,57,7.9,25,medium,0,2026-01-19 16:03:52.576 +0200
815,51,2024-09-20 09:05:00.000 +0300,59,8.1,26,medium,0,2026-01-19 16:03:52.576 +0200
816,51,2024-09-20 09:10:00.000 +0300,61,8.3,27,medium,0,2026-01-19 16:03:52.576 +0200
817,52,2024-09-20 09:15:00.000 +0300,63,8.5,28,medium,0,2026-01-19 16:03:52.576 +0200
818,52,2024-09-20 09:20:00.000 +0300,65,8.7,29,high,0,2026-01-19 16:03:52.576 +0200
819,52,2024-09-20 09:25:00.000 +0300,67,8.9,30,high,0,2026-01-19 16:03:52.576 +0200
820,52,2024-09-20 09:30:00.000 +0300,69,9.1,31,high,0,2026-01-19 16:03:52.576 +0200
821,52,2024-09-20 09:35:00.000 +0300,71,9.3,32,high,0,2026-01-19 16:03:52.576 +0200
822,52,2024-09-20 09:40:00.000 +0300,73,9.5,33,high,0,2026-01-19 16:03:52.576 +0200
823,52,2024-09-20 09:45:00.000 +0300,75,9.7,34,high,0,2026-01-19 16:03:52.576 +0200
824,52,2024-09-20 09:00:00.000 +0300,60,8.2,26,medium,0,2026-01-19 16:03:52.576 +0200
825,52,2024-09-20 09:05:00.000 +0300,62,8.4,27,medium,0,2026-01-19 16:03:52.576 +0200
826,52,2024-09-20 09:10:00.000 +0300,64,8.6,28,medium,0,2026-01-19 16:03:52.576 +0200
827,52,2024-09-20 09:15:00.000 +0300,66,8.8,29,high,0,2026-01-19 16:03:52.576 +0200
828,52,2024-09-20 09:20:00.000 +0300,68,9.0,30,high,0,2026-01-19 16:03:52.576 +0200
829,52,2024-09-20 09:25:00.000 +0300,70,9.2,31,high,0,2026-01-19 16:03:52.576 +0200
830,52,2024-09-20 09:30:00.000 +0300,72,9.4,32,high,0,2026-01-19 16:03:52.576 +0200
831,52,2024-09-20 09:35:00.000 +0300,74,9.6,33,high,0,2026-01-19 16:03:52.576 +0200
832,52,2024-09-20 09:40:00.000 +0300,76,9.8,34,high,0,2026-01-19 16:03:52.576 +0200
833,53,2024-09-20 09:45:00.000 +0300,78,10.0,35,high,0,2026-01-19 16:03:52.576 +0200
834,53,2024-09-20 09:00:00.000 +0300,56,7.8,24,medium,0,2026-01-19 16:03:52.576 +0200
835,53,2024-09-20 09:05:00.000 +0300,58,8.0,25,medium,0,2026-01-19 16:03:52.576 +0200
836,53,2024-09-20 09:10:00.000 +0300,60,8.2,26,medium,0,2026-01-19 16:03:52.576 +0200
837,53,2024-09-20 09:15:00.000 +0300,62,8.4,27,medium,0,2026-01-19 16:03:52.576 +0200
838,53,2024-09-20 09:20:00.000 +0300,64,8.6,28,high,0,2026-01-19 16:03:52.576 +0200
839,53,2024-09-20 09:25:00.000 +0300,66,8.8,29,high,0,2026-01-19 16:03:52.576 +0200
840,53,2024-09-20 09:30:00.000 +0300,68,9.0,30,high,0,2026-01-19 16:03:52.576 +0200
841,53,2024-09-20 09:35:00.000 +0300,70,9.2,31,high,0,2026-01-19 16:03:52.576 +0200
842,53,2024-09-20 09:40:00.000 +0300,72,9.4,32,high,0,2026-01-19 16:03:52.576 +0200
843,53,2024-09-20 09:45:00.000 +0300,74,9.6,33,high,0,2026-01-19 16:03:52.576 +0200
844,53,2024-09-20 09:00:00.000 +0300,63,8.5,28,medium,0,2026-01-19 16:03:52.576 +0200
845,53,2024-09-20 09:05:00.000 +0300,65,8.7,29,medium,0,2026-01-19 16:03:52.576 +0200
846,53,2024-09-20 09:10:00.000 +0300,67,8.9,30,medium,0,2026-01-19 16:03:52.576 +0200
847,53,2024-09-20 09:15:00.000 +0300,69,9.1,31,high,0,2026-01-19 16:03:52.576 +0200
848,53,2024-09-20 09:20:00.000 +0300,71,9.3,32,high,0,2026-01-19 16:03:52.576 +0200
849,54,2024-09-20 09:25:00.000 +0300,73,9.5,33,high,0,2026-01-19 16:03:52.576 +0200
850,54,2024-09-20 09:30:00.000 +0300,75,9.7,34,high,0,2026-01-19 16:03:52.576 +0200
851,54,2024-09-20 09:35:00.000 +0300,77,9.9,35,high,0,2026-01-19 16:03:52.576 +0200
852,54,2024-09-20 09:40:00.000 +0300,79,10.1,36,high,0,2026-01-19 16:03:52.576 +0200
853,54,2024-09-20 09:45:00.000 +0300,81,10.3,37,high,0,2026-01-19 16:03:52.576 +0200
854,54,2024-09-20 09:00:00.000 +0300,59,8.1,26,medium,0,2026-01-19 16:03:52.576 +0200
855,54,2024-09-20 09:05:00.000 +0300,61,8.3,27,medium,0,2026-01-19 16:03:52.576 +0200
856,54,2024-09-20 09:10:00.000 +0300,63,8.5,28,medium,0,2026-01-19 16:03:52.576 +0200
857,54,2024-09-20 09:15:00.000 +0300,65,8.7,29,medium,0,2026-01-19 16:03:52.576 +0200
858,54,2024-09-20 09:20:00.000 +0300,67,8.9,30,high,0,2026-01-19 16:03:52.576 +0200
859,54,2024-09-20 09:25:00.000 +0300,69,9.1,31,high,0,2026-01-19 16:03:52.576 +0200
860,54,2024-09-20 09:30:00.000 +0300,71,9.3,32,high,0,2026-01-19 16:03:52.576 +0200
861,54,2024-09-20 09:35:00.000 +0300,73,9.5,33,high,0,2026-01-19 16:03:52.576 +0200
862,54,2024-09-20 09:40:00.000 +0300,75,9.7,34,high,0,2026-01-19 16:03:52.576 +0200
863,54,2024-09-20 09:45:00.000 +0300,77,9.9,35,high,0,2026-01-19 16:03:52.576 +0200
864,54,2024-09-20 10:00:00.000 +0300,62,8.6,28,medium,0,2026-01-19 16:03:52.576 +0200
865,55,2024-09-20 10:05:00.000 +0300,64,8.8,29,medium,0,2026-01-19 16:03:52.576 +0200
866,55,2024-09-20 10:10:00.000 +0300,66,9.0,30,medium,0,2026-01-19 16:03:52.576 +0200
867,55,2024-09-20 10:15:00.000 +0300,68,9.2,31,high,0,2026-01-19 16:03:52.576 +0200
868,55,2024-09-20 10:20:00.000 +0300,70,9.4,32,high,0,2026-01-19 16:03:52.576 +0200
869,55,2024-09-20 10:25:00.000 +0300,72,9.6,33,high,0,2026-01-19 16:03:52.576 +0200
870,55,2024-09-20 10:30:00.000 +0300,74,9.8,34,high,0,2026-01-19 16:03:52.576 +0200
871,55,2024-09-20 10:35:00.000 +0300,76,10.0,35,high,0,2026-01-19 16:03:52.576 +0200
872,55,2024-09-20 10:40:00.000 +0300,78,10.2,36,high,0,2026-01-19 16:03:52.576 +0200
873,55,2024-09-20 10:45:00.000 +0300,80,10.4,37,high,0,2026-01-19 16:03:52.576 +0200
874,55,2024-09-20 10:00:00.000 +0300,57,8.1,25,medium,0,2026-01-19 16:03:52.576 +0200
875,55,2024-09-20 10:05:00.000 +0300,59,8.3,26,medium,0,2026-01-19 16:03:52.576 +0200
876,55,2024-09-20 10:10:00.000 +0300,61,8.5,27,medium,0,2026-01-19 16:03:52.576 +0200
877,55,2024-09-20 10:15:00.000 +0300,63,8.7,28,medium,0,2026-01-19 16:03:52.576 +0200
878,55,2024-09-20 10:20:00.000 +0300,65,8.9,29,high,0,2026-01-19 16:03:52.576 +0200
879,55,2024-09-20 10:25:00.000 +0300,67,9.1,30,high,0,2026-01-19 16:03:52.576 +0200
880,55,2024-09-20 10:30:00.000 +0300,69,9.3,31,high,0,2026-01-19 16:03:52.576 +0200
881,56,2024-09-20 10:35:00.000 +0300,71,9.5,32,high,0,2026-01-19 16:03:52.576 +0200
882,56,2024-09-20 10:40:00.000 +0300,73,9.7,33,high,0,2026-01-19 16:03:52.576 +0200
883,56,2024-09-20 10:45:00.000 +0300,75,9.9,34,high,0,2026-01-19 16:03:52.576 +0200
884,56,2024-09-20 10:00:00.000 +0300,65,9.0,30,medium,0,2026-01-19 16:03:52.576 +0200
885,56,2024-09-20 10:05:00.000 +0300,67,9.2,31,medium,0,2026-01-19 16:03:52.576 +0200
886,56,2024-09-20 10:10:00.000 +0300,69,9.4,32,medium,0,2026-01-19 16:03:52.576 +0200
