"business_id","location_id","name","business_type","product_type","owner_experience_years","work_hours_per_day","work_days_per_week","store_area_m2","rent_monthly","staff_cost_monthly","utilities_cost_monthly","opening_date","created_at"
185,295,Shebin El Qanater Cafe,cafe,coffee_beverages,10,12,7,80,15000.00,14000.00,3300.00,2018-09-22,2026-01-19 16:03:50.006 +0200
186,296,Abu Zaabal Industrial Grocery,grocery,food_items,20,14,7,165,18000.00,31000.00,6000.00,2013-04-30,2026-01-19 16:03:50.006 +0200
187,297,Abu Zaabal Market Grill,restaurant,grilled_food,23,15,7,150,18000.00,27000.00,6000.00,2012-07-15,2026-01-19 16:03:50.006 +0200
188,298,Abu Zaabal Electronics Repair,service,electronics_repair,16,10,6,60,15000.00,13000.00,2800.00,2016-11-08,2026-01-19 16:03:50.006 +0200
189,299,Abu Zaabal Coffee Stop,cafe,coffee_beverages,8,12,7,70,15000.00,12000.00,2900.00,2020-01-27,2026-01-19 16:03:50.006 +0200
190,300,Abu Zaabal Pharmacy,pharmacy,medicines,12,12,7,60,15000.00,13000.00,3000.00,2018-05-06,2026-01-19 16:03:50.006 +0200
191,301,Bilbeis Central Grocery,grocery,food_items,22,14,7,175,19000.00,34000.00,6400.00,2012-02-16,2026-01-19 16:03:50.006 +0200
192,302,Bilbeis Market Grill,restaurant,grilled_food,25,15,7,155,18000.00,28000.00,6100.00,2011-09-03,2026-01-19 16:03:50.006 +0200
193,303,Bilbeis Electronics Store,retail,electronics,14,11,6,90,16000.00,15000.00,3300.00,2017-06-24,2026-01-19 16:03:50.006 +0200
194,304,Bilbeis Repair Hub,service,general_repair,18,10,6,70,15000.00,14000.00,2900.00,2015-10-18,2026-01-19 16:03:50.006 +0200
195,305,Bilbeis Coffee House,cafe,coffee_beverages,9,12,7,75,15000.00,13000.00,3000.00,2019-03-29,2026-01-19 16:03:50.006 +0200
196,306,Mashtoul Road Grocery,grocery,food_items,21,14,7,170,19000.00,33000.00,6200.00,2012-01-11,2026-01-19 16:03:50.006 +0200
197,307,Mashtoul Road Grill,restaurant,grilled_food,24,15,7,150,18000.00,28000.00,6100.00,2011-11-05,2026-01-19 16:03:50.006 +0200
198,308,Mashtoul Road Hardware,retail,hardware_tools,29,11,6,130,16000.00,21000.00,3900.00,2010-05-14,2026-01-19 16:03:50.006 +0200
199,309,Mashtoul Road Repair Center,service,general_repair,19,10,6,70,15000.00,14000.00,2900.00,2015-08-21,2026-01-19 16:03:50.006 +0200
200,310,Mashtoul Road Coffee Stop,cafe,coffee_beverages,10,12,7,80,15000.00,14000.00,3300.00,2018-12-02,2026-01-19 16:03:50.006 +0200
201,71,Bulaq Central Grocery,grocery,food_items,21,14,7,160,18500.00,29500.00,5700.00,2014-02-12,2026-01-19 16:03:50.006 +0200
202,72,Maspero Koshary,restaurant,egyptian_food,19,15,7,130,20000.00,26000.00,5600.00,2015-06-21,2026-01-19 16:03:50.006 +0200
203,73,Abou El Ela Electronics,retail,electronics,14,11,6,85,17000.00,14500.00,3200.00,2017-03-08,2026-01-19 16:03:50.006 +0200
204,74,Bulaq Phone Repair,service,mobile_repair,16,10,6,60,15000.00,13000.00,2800.00,2016-10-19,2026-01-19 16:03:50.006 +0200
205,75,Corniche View Coffee,cafe,coffee_beverages,9,12,7,75,16500.00,14500.00,3300.00,2019-08-04,2026-01-19 16:03:50.006 +0200
206,77,Fustat Heritage Cafe,cafe,coffee_beverages,11,12,7,70,15000.00,13000.00,3000.00,2018-02-15,2026-01-19 16:03:50.006 +0200
207,77,Fustat Daily Grocery,grocery,food_items,23,14,7,170,18000.00,32000.00,6100.00,2012-11-09,2026-01-19 16:03:50.006 +0200
208,78,Ain El Sira Snacks,restaurant,snacks,7,12,7,55,15000.00,12000.00,2800.00,2021-07-18,2026-01-19 16:03:50.006 +0200
209,79,Magra El Oyoun Butchery,retail,meat_products,27,12,7,90,16000.00,18500.00,3700.00,2011-04-22,2026-01-19 16:03:50.006 +0200
210,80,Old Cairo Spice Corner,retail,spices,29,11,6,75,14500.00,16500.00,2900.00,2010-09-01,2026-01-19 16:03:50.006 +0200
211,81,New Cairo Express Cafe,cafe,coffee_beverages,6,12,7,65,23000.00,15000.00,3500.00,2021-05-14,2026-01-19 16:03:50.006 +0200
212,82,North 90th Street Pharmacy,pharmacy,medicines,12,12,7,70,25000.00,16000.00,3800.00,2018-01-19,2026-01-19 16:03:50.006 +0200
213,83,South 90th Mini Market,grocery,food_items,14,13,7,140,22000.00,26000.00,5200.00,2019-10-07,2026-01-19 16:03:50.006 +0200
214,84,Downtown Mall Food Court,restaurant,fast_food,8,14,7,110,28000.00,24000.00,5600.00,2020-09-25,2026-01-19 16:03:50.006 +0200
215,85,AUC Gate Coffee,cafe,coffee_beverages,5,11,7,55,21000.00,12000.00,3000.00,2022-03-30,2026-01-19 16:03:50.006 +0200
216,86,Maadi Corniche Restaurant,restaurant,international_food,15,13,7,150,26000.00,28000.00,6000.00,2016-05-11,2026-01-19 16:03:50.006 +0200
217,87,Road 9 Grocery,grocery,food_items,18,14,7,165,21000.00,30000.00,5800.00,2014-07-03,2026-01-19 16:03:50.006 +0200
218,88,Degla Electronics,retail,electronics,13,11,6,85,20000.00,15000.00,3400.00,2017-09-22,2026-01-19 16:03:50.006 +0200
219,89,Zahraa El Maadi Pharmacy,pharmacy,medicines,11,12,7,65,18000.00,14000.00,3200.00,2018-11-02,2026-01-19 16:03:50.006 +0200
220,90,Maadi Market Bakery,bakery,bread_pastries,20,12,6,80,19000.00,17000.00,3600.00,2015-01-28,2026-01-19 16:03:50.006 +0200
221,91,Warraq Main Grocery,grocery,food_items,22,14,7,170,17500.00,32000.00,6000.00,2013-03-17,2026-01-19 16:03:50.006 +0200
222,92,Warraq Island Grill,restaurant,grilled_food,24,15,7,150,18000.00,27000.00,6100.00,2012-10-09,2026-01-19 16:03:50.006 +0200
223,93,Warraq Electronics Store,retail,electronics,15,11,6,90,16500.00,15000.00,3300.00,2017-02-21,2026-01-19 16:03:50.006 +0200
224,94,Warraq Mobile Fix,service,mobile_repair,18,10,6,60,14500.00,13000.00,2800.00,2015-06-12,2026-01-19 16:03:50.006 +0200
225,95,Warraq Coffee Point,cafe,coffee_beverages,9,12,7,75,15500.00,14000.00,3300.00,2019-12-01,2026-01-19 16:03:50.006 +0200
226,96,Bab El Shaaria Central Market,grocery,food_items,25,14,7,180,19000.00,34000.00,6400.00,2011-08-14,2026-01-19 16:03:50.006 +0200
227,97,Bab El Shaaria Grill,restaurant,grilled_food,26,15,7,160,18500.00,29000.00,6300.00,2010-05-03,2026-01-19 16:03:50.006 +0200
228,98,Port Said Street Phones,retail,mobile_phones,14,11,6,85,16500.00,14000.00,3100.00,2018-04-27,2026-01-19 16:03:50.006 +0200
229,99,Sabtiya Auto Supplies,retail,auto_parts,28,11,6,125,17000.00,19500.00,3700.00,2009-09-18,2026-01-19 16:03:50.006 +0200
230,100,Railway Snack Corner,restaurant,snacks,7,12,7,55,15000.00,12000.00,2700.00,2022-02-10,2026-01-19 16:03:50.006 +0200
231,101,El Salam Mega Grocery,grocery,food_items,23,14,7,180,18500.00,33000.00,6200.00,2012-06-24,2026-01-19 16:03:50.006 +0200
232,102,El Salam Grill House,restaurant,grilled_food,25,15,7,155,18000.00,28000.00,6100.00,2011-11-15,2026-01-19 16:03:50.006 +0200
233,103,El Salam Industrial Hardware,retail,industrial_tools,20,11,6,140,16500.00,22000.00,4000.00,2016-03-05,2026-01-19 16:03:50.006 +0200
234,104,El Salam Phone Repair,service,mobile_repair,17,10,6,65,15000.00,14000.00,2900.00,2015-08-27,2026-01-19 16:03:50.006 +0200
235,105,Ring Road Coffee Stop,cafe,coffee_beverages,6,12,7,60,15500.00,12000.00,2900.00,2021-04-08,2026-01-19 16:03:50.006 +0200
236,306,Mashtoul Central Grocery,grocery,food_items,21,14,7,175,18000.00,33000.00,6200.00,2012-01-29,2026-01-19 16:03:50.006 +0200
237,307,Mashtoul Grill & BBQ,restaurant,grilled_food,24,15,7,155,17500.00,28000.00,6100.00,2011-07-19,2026-01-19 16:03:50.006 +0200
238,308,Mashtoul Electronics,retail,electronics,15,11,6,95,16500.00,15500.00,3400.00,2017-12-11,2026-01-19 16:03:50.006 +0200
239,309,Mashtoul Repair Hub,service,general_repair,19,10,6,70,15000.00,14000.00,2900.00,2015-03-02,2026-01-19 16:03:50.006 +0200
240,310,Mashtoul Coffee Corner,cafe,coffee_beverages,10,12,7,80,15000.00,14000.00,3300.00,2019-09-18,2026-01-19 16:03:50.006 +0200
241,311,Zagazig Road Grocery Plus,grocery,food_items,23,14,7,180,19000.00,34000.00,6400.00,2011-10-14,2026-01-19 16:03:50.006 +0200
242,312,Zagazig Road Grill,restaurant,grilled_food,26,15,7,160,18500.00,29000.00,6300.00,2010-06-21,2026-01-19 16:03:50.006 +0200
243,313,Zagazig Road Electronics Shop,retail,electronics,15,11,6,95,16500.00,15500.00,3400.00,2018-03-17,2026-01-19 16:03:50.006 +0200
244,314,Zagazig Road Repair Services,service,electronics_repair,18,10,6,65,15000.00,14000.00,2900.00,2016-09-09,2026-01-19 16:03:50.006 +0200
245,315,Zagazig Road Coffee Point,cafe,coffee_beverages,9,12,7,75,15000.00,14000.00,3300.00,2020-12-27,2026-01-19 16:03:50.006 +0200
246,281,Qaha Central Grocery,grocery,food_items,22,14,7,175,18500.00,33000.00,6200.00,2012-04-06,2026-01-19 16:03:50.006 +0200
247,282,Qaha Grill Station,restaurant,grilled_food,25,15,7,155,18000.00,28000.00,6100.00,2011-01-25,2026-01-19 16:03:50.006 +0200
248,283,Qaha Electronics Store,retail,electronics,14,11,6,90,16500.00,15000.00,3300.00,2017-07-14,2026-01-19 16:03:50.006 +0200
249,284,Qaha Repair Center,service,general_repair,19,10,6,70,15000.00,14000.00,2900.00,2015-11-03,2026-01-19 16:03:50.006 +0200
250,285,Qaha Coffee Stop,cafe,coffee_beverages,9,12,7,75,15000.00,14000.00,3300.00,2019-06-19,2026-01-19 16:03:50.006 +0200
251,286,Tukh Mega Grocery,grocery,food_items,23,14,7,180,19000.00,34000.00,6400.00,2011-12-08,2026-01-19 16:03:50.006 +0200
252,287,Tukh Grill House,restaurant,grilled_food,26,15,7,160,18500.00,29000.00,6300.00,2010-08-23,2026-01-19 16:03:50.006 +0200
253,288,Tukh Electronics Hub,retail,electronics,15,11,6,95,16500.00,15500.00,3400.00,2018-02-05,2026-01-19 16:03:50.006 +0200
254,289,Tukh Repair Workshop,service,general_repair,18,10,6,70,15000.00,14000.00,2900.00,2016-06-14,2026-01-19 16:03:50.006 +0200
255,290,Tukh Coffee Lounge,cafe,coffee_beverages,10,12,7,80,15000.00,14000.00,3300.00,2019-10-31,2026-01-19 16:03:50.006 +0200
256,291,Shebin El Qanater Central Grocery,grocery,food_items,24,14,7,185,19500.00,35000.00,6600.00,2011-02-11,2026-01-19 16:03:50.006 +0200
257,292,Shebin El Qanater Grill,restaurant,grilled_food,27,15,7,165,19000.00,30000.00,6500.00,2010-04-29,2026-01-19 16:03:50.006 +0200
258,293,Shebin El Qanater Hardware,retail,hardware_tools,29,11,6,135,17000.00,21000.00,3900.00,2009-07-08,2026-01-19 16:03:50.006 +0200
259,294,Shebin El Qanater Repair Shop,service,general_repair,19,10,6,75,15500.00,14500.00,3000.00,2016-12-02,2026-01-19 16:03:50.006 +0200
260,295,Shebin El Qanater Coffee Stop,cafe,coffee_beverages,11,12,7,85,15500.00,14500.00,3400.00,2018-08-15,2026-01-19 16:03:50.006 +0200
261,296,Abu Zaabal Grocery,grocery,food_items,22,14,7,175,18500.00,33000.00,6200.00,2012-05-20,2026-01-19 16:03:50.006 +0200
262,297,Abu Zaabal Grill,restaurant,grilled_food,25,15,7,160,18000.00,28000.00,6100.00,2011-03-11,2026-01-19 16:03:50.006 +0200
263,298,Abu Zaabal Electronics,retail,electronics,14,11,6,95,16500.00,15500.00,3400.00,2017-10-04,2026-01-19 16:03:50.006 +0200
264,299,Abu Zaabal Repair Center,service,electronics_repair,18,10,6,70,15000.00,14000.00,2900.00,2016-02-18,2026-01-19 16:03:50.006 +0200
265,300,Abu Zaabal Coffee Corner,cafe,coffee_beverages,9,12,7,75,15000.00,14000.00,3300.00,2020-01-09,2026-01-19 16:03:50.006 +0200
266,301,Bilbeis Central Grocery,grocery,food_items,23,14,7,180,19500.00,35000.00,6600.00,2011-01-27,2026-01-19 16:03:50.006 +0200
267,302,Bilbeis Grill Station,restaurant,grilled_food,26,15,7,165,19000.00,30000.00,6500.00,2010-06-03,2026-01-19 16:03:50.006 +0200
268,303,Bilbeis Electronics Hub,retail,electronics,15,11,6,100,17000.00,16000.00,3500.00,2018-05-12,2026-01-19 16:03:50.006 +0200
269,304,Bilbeis Repair Services,service,general_repair,19,10,6,75,15500.00,14500.00,3000.00,2016-09-28,2026-01-19 16:03:50.006 +0200
270,305,Bilbeis Coffee Stop,cafe,coffee_beverages,10,12,7,85,15500.00,14500.00,3400.00,2019-11-21,2026-01-19 16:03:50.006 +0200
271,306,Mashtoul Road Grocery Plus,grocery,food_items,22,14,7,175,19000.00,34000.00,6400.00,2011-04-13,2026-01-19 16:03:50.006 +0200
272,307,Mashtoul Road Grill,restaurant,grilled_food,25,15,7,160,18500.00,29000.00,6300.00,2010-10-19,2026-01-19 16:03:50.006 +0200
273,308,Mashtoul Road Electronics,retail,electronics,14,11,6,95,16500.00,15500.00,3400.00,2017-07-07,2026-01-19 16:03:50.006 +0200
274,309,Mashtoul Road Repair Hub,service,general_repair,18,10,6,70,15000.00,14000.00,2900.00,2016-03-26,2026-01-19 16:03:50.006 +0200
275,310,Mashtoul Road Coffee Corner,cafe,coffee_beverages,9,12,7,75,15000.00,14000.00,3300.00,2019-08-09,2026-01-19 16:03:50.006 +0200
276,281,Qaha Market Grocery Plus,grocery,food_items,23,14,7,180,19500.00,35000.00,6600.00,2011-02-05,2026-01-19 16:03:50.006 +0200
277,282,Qaha Market Grill,restaurant,grilled_food,26,15,7,165,19000.00,30000.00,6500.00,2010-09-12,2026-01-19 16:03:50.006 +0200
278,283,Qaha Electronics Center,retail,electronics,15,11,6,100,17000.00,16000.00,3500.00,2018-01-28,2026-01-19 16:03:50.006 +0200
279,284,Qaha Repair Workshop,service,general_repair,19,10,6,75,15500.00,14500.00,3000.00,2016-07-19,2026-01-19 16:03:50.006 +0200
280,285,Qaha Coffee Lounge,cafe,coffee_beverages,10,12,7,85,15500.00,14500.00,3400.00,2019-05-16,2026-01-19 16:03:50.006 +0200
281,286,Tukh Central Grocery Plus,grocery,food_items,23,14,7,185,19500.00,35000.00,6600.00,2011-03-02,2026-01-19 16:03:50.006 +0200
282,287,Tukh Grill & BBQ,restaurant,grilled_food,27,15,7,165,19000.00,30000.00,6500.00,2010-11-21,2026-01-19 16:03:50.006 +0200
283,288,Tukh Electronics World,retail,electronics,16,11,6,105,17500.00,16500.00,3600.00,2018-06-10,2026-01-19 16:03:50.006 +0200
284,289,Tukh Repair Services,service,general_repair,20,10,6,80,16000.00,15000.00,3100.00,2016-12-14,2026-01-19 16:03:50.006 +0200
285,290,Tukh Coffee Point,cafe,coffee_beverages,11,12,7,90,16000.00,15000.00,3500.00,2019-10-02,2026-01-19 16:03:50.006 +0200
286,291,Shebin Central Grocery Plus,grocery,food_items,24,14,7,190,20000.00,36000.00,6800.00,2011-01-18,2026-01-19 16:03:50.006 +0200
287,292,Shebin Grill House,restaurant,grilled_food,28,15,7,170,19500.00,31000.00,6700.00,2010-08-07,2026-01-19 16:03:50.006 +0200
288,293,Shebin Electronics Center,retail,electronics,16,11,6,110,18000.00,17000.00,3700.00,2018-09-01,2026-01-19 16:03:50.006 +0200
289,294,Shebin Repair Workshop,service,general_repair,21,10,6,85,16500.00,15500.00,3200.00,2016-05-22,2026-01-19 16:03:50.006 +0200
290,295,Shebin Coffee Stop,cafe,coffee_beverages,12,12,7,95,16500.00,15500.00,3600.00,2019-12-12,2026-01-19 16:03:50.006 +0200
291,296,Abu Zaabal Central Grocery Plus,grocery,food_items,23,14,7,185,19500.00,35000.00,6600.00,2011-06-09,2026-01-19 16:03:50.006 +0200
292,297,Abu Zaabal Grill Corner,restaurant,grilled_food,27,15,7,165,19000.00,30000.00,6500.00,2010-04-15,2026-01-19 16:03:50.006 +0200
293,298,Abu Zaabal Electronics World,retail,electronics,16,11,6,105,17500.00,16500.00,3600.00,2018-02-22,2026-01-19 16:03:50.006 +0200
294,299,Abu Zaabal Repair Services,service,electronics_repair,20,10,6,80,16000.00,15000.00,3100.00,2016-11-06,2026-01-19 16:03:50.006 +0200
295,300,Abu Zaabal Coffee Lounge,cafe,coffee_beverages,11,12,7,90,16000.00,15000.00,3500.00,2019-07-27,2026-01-19 16:03:50.006 +0200
296,301,Bilbeis Central Grocery Plus,grocery,food_items,24,14,7,190,20000.00,36000.00,6800.00,2011-02-24,2026-01-19 16:03:50.006 +0200
297,302,Bilbeis Grill House,restaurant,grilled_food,28,15,7,170,19500.00,31000.00,6700.00,2010-09-09,2026-01-19 16:03:50.006 +0200
298,303,Bilbeis Electronics Center,retail,electronics,16,11,6,110,18000.00,17000.00,3700.00,2018-12-03,2026-01-19 16:03:50.006 +0200
299,304,Bilbeis Repair Workshop,service,general_repair,21,10,6,85,16500.00,15500.00,3200.00,2016-08-17,2026-01-19 16:03:50.006 +0200
300,305,Bilbeis Coffee Stop,cafe,coffee_beverages,12,12,7,95,16500.00,15500.00,3600.00,2019-11-30,2026-01-19 16:03:50.006 +0200
301,227,Shubra El Kheima Mega Grocery,grocery,food_items,25,14,7,200,20000.00,38000.00,7000.00,2011-02-03,2026-01-19 16:03:50.006 +0200
302,227,Shubra El Kheima Grill House,restaurant,grilled_food,27,15,7,175,19500.00,32000.00,6700.00,2010-07-19,2026-01-19 16:03:50.006 +0200
303,227,Shubra El Kheima Electronics,retail,electronics,16,11,6,120,18500.00,17500.00,3800.00,2018-04-08,2026-01-19 16:03:50.006 +0200
304,227,Shubra El Kheima Phone Repair,service,mobile_repair,20,10,6,80,16500.00,15500.00,3200.00,2015-11-02,2026-01-19 16:03:50.006 +0200
305,227,Shubra El Kheima Coffee Stop,cafe,coffee_beverages,11,12,7,95,17000.00,15500.00,3600.00,2019-06-25,2026-01-19 16:03:50.006 +0200
306,267,Badrashin Central Grocery,grocery,food_items,23,14,7,180,18000.00,33000.00,6200.00,2012-04-01,2026-01-19 16:03:50.006 +0200
307,268,Badrashin Market Grill,restaurant,grilled_food,26,15,7,165,18500.00,30000.00,6500.00,2010-12-07,2026-01-19 16:03:50.006 +0200
308,269,Badrashin Industrial Supplies,retail,industrial_tools,21,11,6,135,17000.00,21000.00,3900.00,2016-06-18,2026-01-19 16:03:50.006 +0200
309,270,Badrashin Repair Hub,service,general_repair,18,10,6,80,15500.00,14500.00,3000.00,2015-09-26,2026-01-19 16:03:50.006 +0200
310,271,Badrashin Coffee Corner,cafe,coffee_beverages,10,12,7,85,15500.00,14500.00,3400.00,2019-11-06,2026-01-19 16:03:50.006 +0200
311,143,Shorouk Central Grocery,grocery,food_items,18,14,7,150,20000.00,27000.00,5400.00,2015-05-26,2026-01-19 16:03:50.006 +0200
312,144,Shorouk Grill House,restaurant,grilled_food,21,15,7,135,21000.00,26000.00,5800.00,2014-08-17,2026-01-19 16:03:50.006 +0200
313,145,Shorouk Electronics,retail,electronics,12,11,6,100,22000.00,16000.00,3500.00,2019-12-05,2026-01-19 16:03:50.006 +0200
314,146,Shorouk Repair Services,service,general_repair,16,10,6,70,19000.00,14000.00,3000.00,2016-04-10,2026-01-19 16:03:50.006 +0200
315,147,Shorouk Coffee Stop,cafe,coffee_beverages,7,12,7,75,20500.00,14000.00,3300.00,2021-02-22,2026-01-19 16:03:50.006 +0200
316,148,Badr City Central Grocery,grocery,food_items,17,14,7,145,19500.00,26000.00,5200.00,2016-01-29,2026-01-19 16:03:50.006 +0200
317,149,Badr City Grill Station,restaurant,grilled_food,20,15,7,130,20500.00,25000.00,5600.00,2015-06-07,2026-01-19 16:03:50.006 +0200
318,150,Badr City Electronics Hub,retail,electronics,11,11,6,95,21500.00,15000.00,3300.00,2020-03-15,2026-01-19 16:03:50.006 +0200
319,151,Badr City Repair Center,service,general_repair,15,10,6,65,18500.00,13500.00,2900.00,2017-09-12,2026-01-19 16:03:50.006 +0200
320,152,Badr City Coffee Corner,cafe,coffee_beverages,6,12,7,70,20000.00,13500.00,3200.00,2022-06-01,2026-01-19 16:03:50.006 +0200
321,153,Madinaty Central Grocery,grocery,food_items,14,14,7,140,24000.00,25000.00,5000.00,2018-07-18,2026-01-19 16:03:50.006 +0200
322,154,Madinaty Grill & BBQ,restaurant,grilled_food,17,15,7,125,26000.00,24000.00,5400.00,2017-11-03,2026-01-19 16:03:50.006 +0200
323,155,Madinaty Electronics Store,retail,electronics,10,11,6,90,27000.00,16000.00,3500.00,2021-04-09,2026-01-19 16:03:50.006 +0200
324,156,Madinaty Repair Hub,service,general_repair,14,10,6,60,23000.00,14000.00,3000.00,2018-05-27,2026-01-19 16:03:50.006 +0200
325,157,Madinaty Coffee Lounge,cafe,coffee_beverages,6,12,7,75,25000.00,14500.00,3300.00,2022-01-19,2026-01-19 16:03:50.006 +0200
326,163,Rehab Central Grocery,grocery,food_items,15,14,7,145,23000.00,26000.00,5200.00,2017-04-22,2026-01-19 16:03:50.006 +0200
327,164,Rehab Grill Station,restaurant,grilled_food,18,15,7,130,24000.00,25000.00,5600.00,2016-09-14,2026-01-19 16:03:50.006 +0200
328,165,Rehab Electronics Hub,retail,electronics,11,11,6,95,25500.00,16500.00,3600.00,2020-08-06,2026-01-19 16:03:50.006 +0200
329,166,Rehab Repair Center,service,general_repair,15,10,6,65,22500.00,14500.00,3100.00,2018-12-02,2026-01-19 16:03:50.006 +0200
330,167,Rehab Coffee Stop,cafe,coffee_beverages,7,12,7,70,24000.00,15000.00,3400.00,2021-10-28,2026-01-19 16:03:50.006 +0200
331,168,Nozha Central Grocery,grocery,food_items,19,14,7,165,18500.00,30000.00,5800.00,2014-06-09,2026-01-19 16:03:50.006 +0200
332,169,Nozha Grill House,restaurant,grilled_food,22,15,7,150,19000.00,28000.00,6100.00,2013-10-17,2026-01-19 16:03:50.006 +0200
333,170,Nozha Electronics,retail,electronics,13,11,6,105,20000.00,16500.00,3600.00,2018-02-26,2026-01-19 16:03:50.006 +0200
334,171,Nozha Repair Services,service,general_repair,17,10,6,75,17500.00,14500.00,3000.00,2016-08-05,2026-01-19 16:03:50.006 +0200
335,172,Nozha Coffee Point,cafe,coffee_beverages,8,12,7,80,18500.00,15000.00,3300.00,2020-11-11,2026-01-19 16:03:50.006 +0200
336,350,Ring Road Grocery Hub,grocery,food_items,20,14,7,170,18000.00,31000.00,6000.00,2013-03-28,2026-01-19 16:03:50.006 +0200
337,350,Ring Road Grill Corner,restaurant,grilled_food,23,15,7,155,18500.00,29000.00,6300.00,2012-07-13,2026-01-19 16:03:50.006 +0200
338,350,Ring Road Electronics Shop,retail,electronics,14,11,6,110,19500.00,17000.00,3700.00,2018-01-09,2026-01-19 16:03:50.006 +0200
339,350,Ring Road Repair Hub,service,general_repair,18,10,6,80,17000.00,15000.00,3100.00,2016-10-20,2026-01-19 16:03:50.006 +0200
340,350,Ring Road Coffee Lounge,cafe,coffee_beverages,9,12,7,85,17500.00,15000.00,3400.00,2019-05-02,2026-01-19 16:03:50.006 +0200
341,192,Fayoum Road Grocery,grocery,food_items,21,14,7,175,17000.00,32000.00,6100.00,2012-01-15,2026-01-19 16:03:50.006 +0200
342,193,Fayoum Road Grill,restaurant,grilled_food,24,15,7,160,17500.00,29000.00,6300.00,2011-09-04,2026-01-19 16:03:50.006 +0200
343,194,Fayoum Road Electronics,retail,electronics,14,11,6,105,18500.00,16500.00,3600.00,2017-12-29,2026-01-19 16:03:50.006 +0200
344,195,Fayoum Road Repair Center,service,general_repair,18,10,6,75,16000.00,14500.00,3000.00,2016-06-16,2026-01-19 16:03:50.006 +0200
345,196,Fayoum Road Coffee Stop,cafe,coffee_beverages,9,12,7,80,16500.00,14500.00,3300.00,2019-09-20,2026-01-19 16:03:50.006 +0200
346,197,Maryotia Central Grocery,grocery,food_items,22,14,7,180,17500.00,33000.00,6200.00,2011-05-12,2026-01-19 16:03:50.006 +0200
347,198,Maryotia Grill Station,restaurant,grilled_food,25,15,7,165,18000.00,30000.00,6500.00,2010-10-01,2026-01-19 16:03:50.006 +0200
348,199,Maryotia Electronics Hub,retail,electronics,15,11,6,110,19000.00,17000.00,3700.00,2018-04-18,2026-01-19 16:03:50.006 +0200
349,200,Maryotia Repair Services,service,general_repair,19,10,6,80,16500.00,15000.00,3100.00,2016-11-29,2026-01-19 16:03:50.006 +0200
350,201,Maryotia Coffee Corner,cafe,coffee_beverages,10,12,7,85,17000.00,15000.00,3400.00,2019-03-08,2026-01-19 16:03:50.006 +0200
351,207,Abu Rawash Grocery Hub,grocery,food_items,21,14,7,175,17000.00,32000.00,6100.00,2012-02-20,2026-01-19 16:03:50.006 +0200
352,208,Abu Rawash Grill House,restaurant,grilled_food,24,15,7,160,17500.00,29000.00,6300.00,2011-08-15,2026-01-19 16:03:50.006 +0200
353,209,Abu Rawash Electronics,retail,electronics,14,11,6,105,18500.00,16500.00,3600.00,2017-10-09,2026-01-19 16:03:50.006 +0200
354,210,Abu Rawash Repair Hub,service,general_repair,18,10,6,75,16000.00,14500.00,3000.00,2016-07-24,2026-01-19 16:03:50.006 +0200
355,211,Abu Rawash Coffee Stop,cafe,coffee_beverages,9,12,7,80,16500.00,14500.00,3300.00,2019-12-18,2026-01-19 16:03:50.006 +0200
356,212,Oseem Central Grocery,grocery,food_items,22,14,7,180,17500.00,33000.00,6200.00,2011-04-02,2026-01-19 16:03:50.006 +0200
357,213,Oseem Grill Station,restaurant,grilled_food,25,15,7,165,18000.00,30000.00,6500.00,2010-11-26,2026-01-19 16:03:50.006 +0200
358,214,Oseem Electronics Center,retail,electronics,15,11,6,110,19000.00,17000.00,3700.00,2018-06-13,2026-01-19 16:03:50.006 +0200
359,215,Oseem Repair Services,service,general_repair,19,10,6,80,16500.00,15000.00,3100.00,2016-12-08,2026-01-19 16:03:50.006 +0200
360,216,Oseem Coffee Lounge,cafe,coffee_beverages,10,12,7,85,17000.00,15000.00,3400.00,2019-10-25,2026-01-19 16:03:50.006 +0200
361,222,Qalyub Central Grocery,grocery,food_items,23,14,7,185,18000.00,34000.00,6400.00,2011-01-23,2026-01-19 16:03:50.006 +0200
362,223,Qalyub Grill Corner,restaurant,grilled_food,26,15,7,170,18500.00,31000.00,6700.00,2010-06-12,2026-01-19 16:03:50.006 +0200
363,224,Qalyub Electronics Hub,retail,electronics,15,11,6,115,19500.00,17500.00,3800.00,2018-03-27,2026-01-19 16:03:50.006 +0200
364,225,Qalyub Repair Workshop,service,general_repair,20,10,6,85,17000.00,15500.00,3200.00,2016-09-16,2026-01-19 16:03:50.006 +0200
365,226,Qalyub Coffee Stop,cafe,coffee_beverages,11,12,7,90,17500.00,15500.00,3500.00,2019-07-04,2026-01-19 16:03:50.006 +0200
366,227,Ezbet El Nakhl Grocery,grocery,food_items,24,14,7,190,18000.00,35000.00,6600.00,2011-02-28,2026-01-19 16:03:50.006 +0200
367,228,Ezbet El Nakhl Grill,restaurant,grilled_food,27,15,7,175,18500.00,32000.00,6900.00,2010-05-18,2026-01-19 16:03:50.006 +0200
368,229,Ezbet El Nakhl Electronics,retail,electronics,16,11,6,120,20000.00,18000.00,3900.00,2018-08-02,2026-01-19 16:03:50.006 +0200
369,230,Ezbet El Nakhl Repair Services,service,general_repair,21,10,6,90,17500.00,16000.00,3300.00,2016-03-11,2026-01-19 16:03:50.006 +0200
